PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
Tony Parker,31.0,SAS,66,32.938,32:56,0.522,0.845,0.353,20.318,3.0,7.561,2.935,0.818,0.091,60,0.909,0.273,2.727,2.576,1.394,15.076,7.864,5.0,4.227,1.03,0.364,14.045,7.5,0.534,35.411
Josh Smith,27.0,ATL,76,35.301,35:18,0.465,0.517,0.303,17.461,8.408,4.224,1.42,1.237,1.789,230,3.026,1.75,6.658,2.974,2.303,15.553,7.237,4.224,2.184,2.645,0.803,12.908,6.434,0.498,39.991
Kyrie Irving,21.0,CLE,59,34.71,34:42,0.452,0.855,0.391,22.458,3.661,5.932,1.832,1.508,0.356,110,1.864,0.576,3.085,3.237,2.475,18.136,8.203,4.915,4.203,4.729,1.847,13.407,6.356,0.474,38.105
Ryan Anderson,25.0,NOH,81,30.898,30:53,0.423,0.844,0.382,16.16,6.407,1.198,1.0,0.519,0.383,73,0.901,2.358,4.049,1.198,2.21,13.765,5.827,2.222,1.877,6.877,2.63,6.889,3.198,0.464,27.152
Greg Monroe,23.0,DET,81,33.176,33:10,0.486,0.689,0.0,16.025,9.593,3.469,1.201,1.296,0.679,160,1.975,2.914,6.679,2.889,2.346,13.062,6.346,4.84,3.333,0.049,0.0,13.012,6.346,0.488,35.777
Dwight Howard,27.0,LAL,76,35.813,35:48,0.578,0.492,0.167,17.053,12.434,1.421,0.48,1.105,2.447,270,3.553,3.303,9.132,2.961,3.829,10.697,6.184,9.487,4.671,0.079,0.013,10.618,6.171,0.581,41.803
Al Horford,27.0,ATL,74,37.249,37:14,0.543,0.644,0.5,17.419,10.23,3.243,1.633,1.054,1.054,156,2.108,2.635,7.595,1.986,2.203,14.324,7.784,2.811,1.811,0.081,0.041,14.243,7.743,0.544,38.897
Carlos Boozer,31.0,CHI,79,32.231,32:13,0.477,0.731,0.0,16.215,9.759,2.266,1.017,0.835,0.354,94,1.19,2.215,7.544,2.228,3.025,14.43,6.886,3.342,2.443,0.025,0.0,14.405,6.886,0.478,32.667
DeMarcus Cousins,22.0,SAC,75,30.524,30:31,0.465,0.738,0.182,17.067,9.947,2.653,0.884,1.44,0.733,163,2.173,2.96,6.987,3.0,3.587,13.813,6.427,5.64,4.16,0.293,0.053,13.52,6.373,0.471,36.503
Jamal Crawford,33.0,LAC,76,29.346,29:20,0.438,0.871,0.376,16.513,1.684,2.539,1.322,1.039,0.171,92,1.211,0.289,1.395,1.921,0.934,13.368,5.855,3.263,2.842,5.211,1.961,8.158,3.895,0.477,24.054
O.J. Mayo,25.0,DAL,82,35.527,35:31,0.449,0.82,0.407,15.305,3.549,4.402,1.719,1.134,0.28,116,1.415,0.439,3.11,2.561,2.378,12.512,5.622,2.841,2.329,4.256,1.732,8.256,3.89,0.471,27.85
David West,32.0,IND,73,33.362,33:21,0.498,0.768,0.211,17.123,7.712,2.918,1.357,1.014,0.945,143,1.959,1.986,5.726,2.151,2.041,13.822,6.877,4.315,3.315,0.26,0.055,13.562,6.822,0.503,34.481
Luol Deng,28.0,CHI,75,38.705,38:42,0.426,0.816,0.322,16.493,6.347,2.96,1.542,1.08,0.427,113,1.507,2.16,4.187,1.92,1.4,14.573,6.213,3.76,3.067,3.107,1.0,11.467,5.213,0.455,31.149
Chris Bosh,29.0,MIA,74,33.167,33:10,0.535,0.798,0.284,16.649,6.77,1.662,0.961,0.892,1.365,167,2.257,1.77,5.0,1.73,2.27,12.257,6.554,4.081,3.257,1.0,0.284,11.257,6.27,0.557,32.307
Tim Duncan,37.0,SAS,69,30.116,30:06,0.502,0.817,0.286,17.783,9.942,2.667,1.252,0.725,2.652,233,3.377,1.797,8.145,2.13,1.696,14.145,7.101,4.348,3.551,0.101,0.029,14.043,7.072,0.504,41.713
Ty Lawson,25.0,DEN,73,34.42,34:25,0.461,0.756,0.366,16.658,2.712,6.863,2.753,1.466,0.11,115,1.575,0.493,2.219,2.493,1.849,13.301,6.137,4.26,3.219,3.178,1.164,10.123,4.973,0.491,32.44
Chris Paul,28.0,LAC,70,33.356,33:21,0.481,0.885,0.328,16.943,3.743,9.686,4.264,2.414,0.143,179,2.557,0.757,2.986,2.271,2.043,12.229,5.886,4.614,4.086,3.314,1.086,8.914,4.8,0.538,41.363
Chandler Parsons,24.0,HOU,76,36.294,36:17,0.486,0.729,0.385,15.487,5.316,3.539,1.83,0.987,0.421,107,1.408,1.039,4.276,1.934,1.947,12.355,6.0,2.039,1.487,5.197,2.0,7.158,4.0,0.559,29.464
Joe Johnson,32.0,BKN,72,36.695,36:41,0.423,0.82,0.375,16.25,3.028,3.514,2.057,0.681,0.194,63,0.875,0.736,2.292,1.708,1.375,14.611,6.181,2.236,1.833,5.486,2.056,9.125,4.125,0.452,26.071
Zach Randolph,31.0,MEM,76,34.303,34:18,0.46,0.75,0.087,15.382,11.237,1.421,0.72,0.803,0.408,92,1.211,4.079,7.158,1.974,2.368,13.474,6.197,3.947,2.961,0.303,0.026,13.171,6.171,0.469,32.655
Mike Conley,25.0,MEM,80,34.457,34:27,0.44,0.83,0.362,14.6,2.812,6.088,2.577,2.175,0.3,198,2.475,0.538,2.275,2.362,2.138,11.75,5.175,3.525,2.925,3.662,1.325,8.088,3.85,0.476,32.169
Jeff Teague,25.0,ATL,80,32.855,32:51,0.451,0.881,0.359,14.575,2.25,7.238,2.517,1.462,0.35,145,1.812,0.312,1.938,2.875,2.262,12.175,5.488,2.825,2.488,3.1,1.112,9.075,4.375,0.482,30.694
Danilo Gallinari,24.0,DEN,71,32.515,32:30,0.418,0.822,0.373,16.183,5.169,2.479,1.586,0.901,0.507,100,1.408,0.915,4.254,1.563,1.831,12.268,5.127,4.901,4.028,5.099,1.901,7.169,3.225,0.45,28.766
Paul Millsap,28.0,UTA,78,30.446,30:26,0.49,0.742,0.333,14.551,7.103,2.577,1.457,1.308,1.026,182,2.333,2.269,4.833,1.769,2.974,11.218,5.5,4.564,3.385,0.5,0.167,10.718,5.333,0.498,32.171
Goran Dragic,27.0,PHX,77,33.522,33:31,0.443,0.748,0.319,14.727,3.091,7.39,2.684,1.61,0.338,150,1.948,0.779,2.312,2.753,2.779,11.766,5.208,4.234,3.169,3.584,1.143,8.182,4.065,0.497,32.612
Marc Gasol,28.0,MEM,80,34.951,34:57,0.494,0.848,0.071,14.088,7.775,3.975,2.025,1.0,1.738,219,2.738,2.3,5.475,1.962,3.188,10.862,5.362,3.95,3.35,0.175,0.012,10.688,5.35,0.501,35.63
Thaddeus Young,25.0,PHI,76,34.586,34:35,0.531,0.574,0.125,14.829,7.513,1.645,1.389,1.75,0.724,188,2.474,2.395,5.118,1.184,2.513,12.605,6.697,2.474,1.421,0.105,0.013,12.5,6.684,0.535,32.549
JJ Redick,29.0,MIL,78,30.506,30:30,0.434,0.9,0.366,14.103,2.192,3.795,2.145,0.487,0.115,47,0.603,0.218,1.974,1.769,1.5,11.282,4.897,2.436,2.192,5.782,2.115,5.5,2.782,0.506,22.464
Isaiah Thomas,24.0,SAC,79,26.854,26:51,0.44,0.882,0.358,13.924,2.038,4.0,2.257,0.848,0.038,70,0.886,0.367,1.671,1.772,2.114,10.532,4.633,3.633,3.203,4.063,1.456,6.468,3.177,0.491,23.256
Jeremy Lin,24.0,HOU,82,32.195,32:11,0.441,0.785,0.339,13.354,3.012,6.061,2.106,1.634,0.354,163,1.988,0.39,2.622,2.878,2.5,10.939,4.829,3.354,2.634,3.134,1.061,7.805,3.768,0.483,29.145
Evan Turner,24.0,PHI,82,35.265,35:15,0.419,0.74,0.365,13.341,6.305,4.317,1.893,0.866,0.207,88,1.073,0.683,5.622,2.28,2.402,12.841,5.378,2.537,1.878,1.939,0.707,10.902,4.671,0.428,28.322
Vince Carter,36.0,DAL,81,25.836,25:50,0.435,0.816,0.406,13.432,4.123,2.395,1.83,0.914,0.543,118,1.457,0.716,3.407,1.309,2.79,10.556,4.593,2.753,2.247,4.926,2.0,5.63,2.593,0.461,25.035
Greivis Vasquez,26.0,NOH,78,34.426,34:25,0.433,0.805,0.342,13.885,4.321,9.026,2.85,0.846,0.077,72,0.923,0.551,3.769,3.167,2.436,12.974,5.615,1.974,1.59,3.115,1.064,9.859,4.551,0.462,32.21
Kevin Martin,30.0,OKC,77,27.743,27:44,0.45,0.89,0.426,13.987,2.312,1.377,1.05,0.935,0.104,80,1.039,0.403,1.909,1.312,1.792,10.104,4.545,3.195,2.844,4.818,2.052,5.286,2.494,0.472,20.631
George Hill,27.0,IND,76,34.469,34:28,0.443,0.817,0.368,14.158,3.737,4.671,3.06,1.066,0.342,107,1.408,0.618,3.118,1.526,1.763,11.461,5.079,2.803,2.289,4.645,1.711,6.816,3.368,0.494,28.346
Nate Robinson,29.0,CHI,82,25.442,25:26,0.433,0.799,0.405,13.098,2.244,4.366,2.486,1.037,0.122,95,1.159,0.354,1.89,1.756,2.524,11.232,4.866,2.061,1.646,4.244,1.72,6.988,3.146,0.45,24.059
Arron Afflalo,27.0,ORL,64,36.041,36:02,0.439,0.857,0.3,16.516,3.734,3.219,1.493,0.625,0.172,51,0.797,0.453,3.281,2.156,2.141,14.141,6.203,3.484,2.984,3.75,1.125,10.391,5.078,0.489,26.059
Gerald Henderson,25.0,CHA,68,31.372,31:22,0.447,0.824,0.33,15.515,3.676,2.603,1.639,1.0,0.5,102,1.5,0.809,2.868,1.588,2.191,12.574,5.618,4.603,3.794,1.471,0.485,11.103,5.132,0.462,26.743
Serge Ibaka,23.0,OKC,80,31.079,31:04,0.573,0.749,0.351,13.188,7.712,0.538,0.344,0.35,3.025,270,3.375,2.775,4.938,1.562,2.662,9.725,5.575,2.388,1.788,0.712,0.25,9.012,5.325,0.591,31.811
Luis Scola,33.0,PHX,82,26.637,26:38,0.472,0.787,0.188,12.78,6.598,2.22,1.444,0.817,0.427,102,1.244,1.927,4.671,1.537,3.134,11.159,5.268,2.805,2.207,0.195,0.037,10.963,5.232,0.477,26.222
Nicolas Batum,24.0,POR,73,38.446,38:26,0.423,0.848,0.372,14.342,5.644,4.932,1.895,1.247,1.137,174,2.384,1.329,4.315,2.603,1.904,11.411,4.822,2.877,2.438,6.082,2.26,5.329,2.562,0.481,33.06
Andre Iguodala,29.0,DEN,80,34.736,34:44,0.451,0.574,0.317,12.975,5.288,5.412,2.102,1.738,0.65,191,2.388,1.025,4.262,2.575,1.588,10.988,4.95,3.375,1.938,3.588,1.138,7.4,3.812,0.515,32.026
Jeff Green,26.0,BOS,81,27.796,27:47,0.467,0.808,0.385,12.79,3.926,1.58,0.97,0.691,0.84,124,1.531,0.679,3.247,1.63,2.16,9.951,4.642,3.272,2.642,2.247,0.864,7.704,3.778,0.49,22.835
Jarrett Jack,29.0,GSW,79,29.729,29:43,0.452,0.843,0.404,12.949,3.076,5.557,2.796,0.759,0.139,71,0.899,0.266,2.81,1.987,1.696,10.848,4.899,2.506,2.114,2.57,1.038,8.278,3.861,0.466,25.685
Wesley Matthews,26.0,POR,69,34.821,34:49,0.436,0.797,0.398,14.812,2.768,2.522,1.596,1.304,0.261,108,1.565,0.507,2.261,1.58,2.493,11.71,5.101,2.71,2.159,6.159,2.449,5.551,2.652,0.478,25.032
JJ Hickson,24.0,POR,80,29.032,29:01,0.562,0.679,0.0,12.725,10.35,1.1,0.607,0.6,0.638,99,1.238,3.325,7.025,1.812,2.0,9.3,5.225,3.35,2.275,0.025,0.0,9.275,5.225,0.563,28.695
Gordon Hayward,23.0,UTA,72,29.225,29:13,0.435,0.827,0.415,14.125,3.125,2.958,1.775,0.806,0.528,96,1.333,0.708,2.417,1.667,1.736,10.736,4.667,4.083,3.375,3.417,1.417,7.319,3.25,0.444,24.646
Nikola Pekovic,27.0,MIN,62,31.603,31:36,0.52,0.744,,16.306,8.79,0.855,0.525,0.694,0.806,93,1.5,3.71,5.081,1.629,2.306,11.952,6.21,5.226,3.887,0.0,0.0,11.952,6.21,0.52,31.008
Nikola Vučević,22.0,ORL,77,33.235,33:14,0.519,0.683,0.0,13.091,11.909,1.857,1.014,0.792,1.026,140,1.818,3.545,8.364,1.831,2.831,11.545,5.987,1.636,1.117,0.039,0.0,11.506,5.987,0.52,33.791
Kevin Garnett,37.0,BOS,68,29.739,29:44,0.496,0.786,0.125,14.765,7.794,2.338,1.445,1.147,0.912,140,2.059,1.103,6.691,1.618,2.265,12.5,6.206,2.956,2.324,0.235,0.029,12.265,6.176,0.504,32.184
Brandon Knight,21.0,DET,75,31.539,31:32,0.407,0.733,0.367,13.32,3.293,4.04,1.478,0.773,0.107,66,0.88,0.72,2.573,2.733,2.093,11.707,4.76,3.0,2.2,4.36,1.6,7.347,3.16,0.43,23.239
Corey Brewer,27.0,DEN,82,24.423,24:25,0.425,0.69,0.296,12.073,2.866,1.512,1.216,1.439,0.28,141,1.72,0.671,2.195,1.244,1.878,10.768,4.573,2.634,1.817,3.744,1.11,7.024,3.463,0.493,21.695
Tyreke Evans,23.0,SAC,65,31.016,31:00,0.478,0.775,0.338,15.185,4.415,3.523,1.789,1.385,0.415,117,1.8,0.862,3.554,1.969,2.046,11.769,5.631,4.169,3.231,2.046,0.692,9.723,4.938,0.508,29.198
Darren Collison,25.0,DAL,81,29.28,29:16,0.471,0.88,0.353,12.0,2.704,5.123,2.399,1.235,0.099,108,1.333,0.383,2.321,2.136,1.716,8.938,4.21,3.395,2.988,1.679,0.593,7.259,3.617,0.498,24.794
Ersan Ilyasova,26.0,MIL,73,27.565,27:33,0.462,0.796,0.444,13.178,7.123,1.603,1.56,0.932,0.493,104,1.425,2.11,5.014,1.027,2.534,11.0,5.082,2.151,1.712,2.932,1.301,8.068,3.781,0.469,27.377
Tristan Thompson,22.0,CLE,82,31.27,31:16,0.488,0.608,0.0,11.671,9.427,1.317,0.878,0.732,0.866,131,1.598,3.732,5.695,1.5,2.854,9.744,4.756,3.549,2.159,0.037,0.0,9.707,4.756,0.49,28.251
Raymond Felton,29.0,NYK,68,34.012,34:00,0.427,0.789,0.36,13.941,2.853,5.471,2.4,1.382,0.206,108,1.588,0.75,2.103,2.279,1.912,12.971,5.544,1.882,1.485,3.794,1.368,9.176,4.176,0.455,28.056
Luke Ridnour,32.0,MIN,82,30.172,30:10,0.453,0.848,0.311,11.451,2.512,3.793,2.392,1.0,0.183,97,1.183,0.5,2.012,1.585,2.28,9.89,4.476,2.0,1.695,2.585,0.805,7.305,3.671,0.503,22.118
Roy Hibbert,26.0,IND,79,28.719,28:43,0.448,0.741,0.25,11.861,8.304,1.43,0.698,0.494,2.608,245,3.101,3.747,4.557,2.051,3.532,10.873,4.873,2.835,2.101,0.051,0.013,10.823,4.861,0.449,31.224
Derrick Williams,22.0,MIN,78,24.562,24:33,0.43,0.706,0.332,11.962,5.513,0.59,0.455,0.564,0.474,81,1.038,1.231,4.282,1.295,1.628,10.077,4.333,3.487,2.462,2.513,0.833,7.564,3.5,0.463,21.282
Robin Lopez,25.0,NOH,82,26.046,26:02,0.534,0.778,,11.329,5.634,0.78,0.582,0.39,1.561,160,1.951,2.756,2.878,1.341,2.037,8.768,4.683,2.524,1.963,0.0,0.0,8.768,4.683,0.534,23.773
Metta World Peace,33.0,LAL,75,33.728,33:43,0.403,0.734,0.342,12.387,4.96,1.493,1.143,1.627,0.56,164,2.187,1.347,3.613,1.307,2.64,10.987,4.427,2.253,1.653,5.493,1.88,5.493,2.547,0.464,25.832
Kenneth Faried,23.0,DEN,80,28.095,28:05,0.552,0.613,,11.538,9.175,0.962,0.681,1.012,1.038,164,2.05,3.25,5.925,1.412,2.925,8.612,4.75,3.325,2.038,0.0,0.0,8.612,4.75,0.552,28.729
Dirk Nowitzki,35.0,DAL,53,31.347,31:20,0.471,0.86,0.414,17.302,6.849,2.491,1.886,0.717,0.698,75,1.415,0.698,6.151,1.321,1.755,13.736,6.472,3.642,3.132,2.962,1.226,10.774,5.245,0.487,32.181
Marcus Thornton,26.0,SAC,72,23.978,23:58,0.429,0.881,0.372,12.722,2.514,1.264,1.338,0.847,0.056,65,0.903,0.694,1.819,0.944,1.458,10.75,4.611,1.75,1.542,5.264,1.958,5.486,2.653,0.484,19.399
John Wall,22.0,WAS,49,32.696,32:41,0.441,0.804,0.267,18.49,4.0,7.612,2.376,1.327,0.755,102,2.082,0.714,3.286,3.204,2.388,15.0,6.612,6.245,5.02,0.918,0.245,14.082,6.367,0.452,37.749
Spencer Hawes,25.0,PHI,82,27.236,27:14,0.464,0.777,0.356,11.037,7.195,2.232,1.397,0.293,1.378,137,1.671,2.11,5.085,1.598,2.841,9.89,4.585,1.915,1.488,1.061,0.378,8.829,4.207,0.477,26.433
Dion Waiters,21.0,CLE,61,28.792,28:47,0.412,0.746,0.31,14.656,2.443,3.0,1.512,0.967,0.262,75,1.23,0.361,2.082,1.984,1.852,13.361,5.508,3.492,2.607,3.328,1.033,10.033,4.475,0.446,23.792
Jason Thompson,26.0,SAC,82,27.862,27:51,0.502,0.694,0.0,10.866,6.695,1.024,0.832,0.585,0.744,109,1.329,2.098,4.598,1.232,2.768,9.085,4.561,2.512,1.744,0.037,0.0,9.049,4.561,0.504,23.193
Randy Foye,29.0,UTA,82,27.426,27:25,0.397,0.819,0.41,10.756,1.549,2.037,1.815,0.805,0.329,93,1.134,0.207,1.341,1.122,2.317,9.0,3.573,1.756,1.439,5.293,2.171,3.707,1.402,0.378,17.95
Rodney Stuckey,27.0,DET,76,28.567,28:34,0.406,0.783,0.302,11.526,2.789,3.553,2.015,0.671,0.224,68,0.895,0.566,2.224,1.763,1.671,9.842,4.0,3.579,2.803,2.395,0.724,7.447,3.276,0.44,21.124
Ramon Sessions,27.0,CHA,61,27.075,27:04,0.408,0.839,0.308,14.361,2.77,3.77,2.212,0.787,0.115,55,0.902,0.443,2.328,1.705,1.492,11.082,4.525,5.689,4.77,1.754,0.541,9.328,3.984,0.427,24.341
Carl Landry,29.0,GSW,81,23.157,23:09,0.54,0.817,0.333,10.79,5.963,0.802,0.565,0.432,0.383,66,0.815,2.222,3.741,1.42,2.346,7.432,4.012,3.37,2.753,0.037,0.012,7.395,4.0,0.541,20.174
Martell Webster,26.0,WAS,76,28.949,28:56,0.442,0.848,0.422,11.434,3.868,1.882,1.589,0.645,0.224,66,0.868,0.697,3.171,1.184,2.184,8.368,3.697,2.605,2.211,4.329,1.829,4.039,1.868,0.463,20.32
Anthony Davis,20.0,NOH,64,28.843,28:50,0.516,0.751,0.0,13.547,8.156,0.984,0.708,1.172,1.75,187,2.922,2.578,5.578,1.391,2.469,10.562,5.453,3.516,2.641,0.094,0.0,10.469,5.453,0.521,32.186
Ray Allen,37.0,MIA,79,25.763,25:45,0.449,0.886,0.419,10.924,2.747,1.709,1.311,0.848,0.19,82,1.038,0.506,2.241,1.304,1.633,8.241,3.696,2.0,1.772,4.203,1.759,4.038,1.937,0.48,18.594
Jared Dudley,27.0,PHX,79,27.468,27:28,0.468,0.796,0.391,10.899,3.101,2.57,2.01,0.949,0.101,83,1.051,1.0,2.101,1.278,1.62,8.468,3.962,2.051,1.633,3.43,1.342,5.038,2.62,0.52,20.348
Tayshaun Prince,33.0,MEM,82,32.093,32:05,0.438,0.738,0.404,10.39,4.439,2.39,2.202,0.585,0.305,73,0.89,0.878,3.561,1.085,1.049,10.0,4.378,1.585,1.171,1.146,0.463,8.854,3.915,0.442,20.888
Andray Blatche,26.0,BKN,82,18.966,18:57,0.512,0.685,0.136,10.28,5.085,1.037,0.691,1.049,0.659,140,1.707,1.963,3.122,1.5,1.988,8.244,4.22,2.634,1.805,0.268,0.037,7.976,4.183,0.524,21.56
Alonzo Gee,26.0,CLE,82,30.982,30:58,0.41,0.795,0.315,10.268,3.902,1.622,1.008,1.305,0.354,136,1.659,0.915,2.988,1.61,2.427,9.073,3.72,2.5,1.988,2.671,0.841,6.402,2.878,0.45,20.75
Ben Gordon,30.0,CHA,75,20.8,20:48,0.408,0.843,0.387,11.2,1.733,1.88,1.037,0.467,0.213,51,0.68,0.24,1.493,1.813,1.787,10.133,4.133,1.693,1.427,3.893,1.507,6.24,2.627,0.421,16.327
Tiago Splitter,28.0,SAS,81,24.655,24:39,0.56,0.73,0.0,10.346,6.358,1.605,1.3,0.778,0.79,127,1.568,1.778,4.58,1.235,1.988,6.951,3.889,3.519,2.568,0.025,0.0,6.926,3.889,0.561,23.852
Danny Green,26.0,SAS,80,27.507,27:30,0.448,0.848,0.429,10.475,3.05,1.762,1.5,1.15,0.675,146,1.825,0.45,2.6,1.175,1.55,8.288,3.712,0.988,0.838,5.162,2.212,3.125,1.5,0.48,21.079
J.J. Barea,29.0,MIN,74,23.146,23:08,0.417,0.784,0.346,11.27,2.797,3.973,2.028,0.432,0.0,32,0.432,0.459,2.338,1.959,1.77,10.243,4.27,1.811,1.419,3.784,1.311,6.459,2.959,0.458,19.924
