PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
Andrew Wiggins,22.0,MIN,82,37.175,37:10,0.452,0.76,0.356,23.573,4.0,2.305,1.011,1.0,0.366,112,1.366,1.244,2.756,2.28,2.232,19.146,8.646,6.61,5.024,3.524,1.256,15.622,7.39,0.473,33.648
Kawhi Leonard,26.0,SAS,74,33.439,33:26,0.485,0.88,0.38,25.514,5.811,3.514,1.688,1.797,0.743,188,2.541,1.081,4.73,2.081,1.649,17.73,8.595,7.203,6.338,5.23,1.986,12.5,6.608,0.529,43.297
CJ McCollum,25.0,POR,80,34.945,34:56,0.48,0.912,0.421,22.962,3.612,3.562,1.657,0.9,0.525,114,1.425,0.75,2.862,2.15,2.525,18.012,8.65,3.675,3.35,5.488,2.312,12.525,6.338,0.506,34.766
Giannis Antetokounmpo,22.0,MIL,80,35.563,35:33,0.521,0.77,0.272,22.9,8.75,5.425,1.855,1.638,1.888,282,3.525,1.775,6.975,2.925,3.075,15.738,8.2,7.65,5.888,2.25,0.612,13.488,7.588,0.563,49.188
Kemba Walker,27.0,CHA,79,34.675,34:40,0.444,0.847,0.399,23.165,3.899,5.494,2.583,1.076,0.278,107,1.354,0.57,3.329,2.127,1.506,18.342,8.139,4.544,3.848,7.62,3.038,10.722,5.101,0.476,38.02
Jimmy Butler III,27.0,CHI,76,36.96,36:57,0.455,0.865,0.367,23.895,6.184,5.487,2.623,1.882,0.421,175,2.303,1.697,4.487,2.092,1.474,16.474,7.5,8.895,7.697,3.263,1.197,13.211,6.303,0.477,44.362
Kyrie Irving,25.0,CLE,72,35.064,35:03,0.473,0.905,0.401,25.222,3.194,5.806,2.322,1.153,0.333,107,1.486,0.722,2.472,2.5,2.181,19.722,9.319,4.556,4.125,6.125,2.458,13.597,6.861,0.505,39.722
John Wall,26.0,WAS,78,36.352,36:21,0.451,0.801,0.327,23.141,4.179,10.654,2.581,2.013,0.628,206,2.641,0.756,3.423,4.128,1.936,18.397,8.295,6.756,5.41,3.487,1.141,14.91,7.154,0.48,47.932
Bradley Beal,24.0,WAS,77,34.857,34:51,0.482,0.825,0.404,23.104,3.117,3.468,1.712,1.078,0.273,104,1.351,0.688,2.429,2.026,2.195,17.169,8.273,4.442,3.662,7.169,2.896,10.0,5.377,0.538,34.071
Paul George,27.0,IND,75,35.858,35:51,0.461,0.898,0.393,23.667,6.56,3.347,1.141,1.587,0.36,146,1.947,0.773,5.787,2.933,2.747,17.973,8.293,4.987,4.48,6.613,2.6,11.36,5.693,0.501,39.465
Klay Thompson,27.0,GSW,78,33.962,33:57,0.468,0.853,0.414,22.333,3.654,2.051,1.25,0.846,0.513,106,1.359,0.628,3.026,1.641,1.782,17.641,8.256,2.795,2.385,8.295,3.436,9.346,4.821,0.516,32.231
Devin Booker,20.0,PHX,78,35.007,35:00,0.423,0.832,0.363,22.128,3.192,3.436,1.112,0.923,0.269,93,1.192,0.59,2.603,3.09,3.103,18.346,7.769,5.654,4.705,5.192,1.885,13.154,5.885,0.447,31.6
Carmelo Anthony,33.0,NYK,74,34.298,34:17,0.433,0.833,0.359,22.419,5.919,2.878,1.392,0.811,0.459,94,1.27,0.838,5.081,2.068,2.676,18.77,8.135,4.932,4.108,5.689,2.041,13.081,6.095,0.466,35.582
Gordon Hayward,27.0,UTA,73,34.459,34:27,0.471,0.844,0.398,21.932,5.397,3.452,1.8,1.0,0.274,93,1.274,0.671,4.726,1.918,1.603,15.836,7.466,5.877,4.959,5.123,2.041,10.712,5.425,0.506,35.49
Kevin Durant,28.0,GSW,62,33.393,33:23,0.537,0.875,0.375,25.081,8.274,4.839,2.174,1.065,1.597,165,2.661,0.629,7.645,2.226,1.887,16.548,8.887,6.194,5.419,5.032,1.887,11.516,7.0,0.608,48.026
Brook Lopez,29.0,BKN,75,29.627,29:37,0.474,0.81,0.346,20.52,5.373,2.347,0.957,0.507,1.653,162,2.16,1.613,3.76,2.453,2.56,15.627,7.4,4.853,3.933,5.16,1.787,10.467,5.613,0.536,34.515
Harrison Barnes,25.0,DAL,79,35.487,35:29,0.468,0.861,0.351,19.215,4.987,1.468,1.137,0.823,0.19,80,1.013,1.177,3.81,1.291,1.62,16.203,7.582,3.557,3.063,2.81,0.987,13.392,6.595,0.492,29.149
Goran Dragic,31.0,MIA,73,33.691,33:41,0.475,0.79,0.405,20.315,3.822,5.795,1.995,1.219,0.178,102,1.397,0.849,2.973,2.904,2.726,15.397,7.315,5.164,4.082,3.959,1.603,11.438,5.712,0.499,34.881
Marc Gasol,32.0,MEM,74,34.203,34:12,0.459,0.837,0.388,19.541,6.27,4.568,2.036,0.905,1.338,166,2.243,0.811,5.459,2.243,2.311,15.676,7.189,4.486,3.757,3.622,1.405,12.054,5.784,0.48,38.403
Lou Williams,30.0,HOU,81,24.61,24:36,0.429,0.88,0.365,17.543,2.494,2.951,1.494,0.988,0.247,100,1.235,0.321,2.173,1.975,1.136,12.321,5.284,5.642,4.963,5.506,2.012,6.815,3.272,0.48,26.69
Mike Conley,29.0,MEM,69,33.215,33:12,0.46,0.859,0.408,20.507,3.493,6.275,2.776,1.333,0.275,111,1.609,0.449,3.043,2.261,1.826,14.623,6.725,5.333,4.58,6.072,2.478,8.551,4.246,0.497,36.677
Dennis Schröder,23.0,ATL,79,31.453,31:27,0.451,0.855,0.34,17.899,3.139,6.316,1.934,0.937,0.203,90,1.139,0.532,2.608,3.266,1.886,15.367,6.937,3.228,2.759,3.722,1.266,11.646,5.671,0.487,31.292
Eric Bledsoe,27.0,PHX,66,32.973,32:58,0.434,0.847,0.335,21.061,4.848,6.333,1.866,1.379,0.47,122,1.848,0.788,4.061,3.394,2.485,15.667,6.803,6.939,5.879,4.697,1.576,10.97,5.227,0.477,38.53
Kyle Lowry,31.0,TOR,60,37.4,37:24,0.464,0.819,0.412,22.4,4.767,6.95,2.41,1.467,0.317,107,1.783,0.8,3.967,2.883,2.833,15.3,7.1,6.083,4.983,7.8,3.217,7.5,3.883,0.518,41.012
Tobias Harris,24.0,DET,82,31.298,31:17,0.481,0.841,0.347,16.11,5.073,1.732,1.479,0.732,0.476,99,1.207,0.768,4.305,1.171,1.622,12.963,6.232,2.756,2.317,3.829,1.329,9.134,4.902,0.537,27.246
Blake Griffin,28.0,LAC,61,34.036,34:02,0.493,0.76,0.336,21.574,8.148,4.918,2.113,0.934,0.361,79,1.295,1.836,6.311,2.328,2.574,15.918,7.852,6.902,5.246,1.852,0.623,14.066,7.23,0.514,40.285
Hassan Whiteside,28.0,MIA,77,32.641,32:38,0.557,0.628,,17.0,14.13,0.74,0.37,0.74,2.091,218,2.831,3.805,10.325,2.0,2.935,12.636,7.039,4.649,2.922,0.0,0.0,12.636,7.039,0.557,41.56
Jeff Teague,29.0,IND,82,32.403,32:24,0.442,0.867,0.357,15.293,4.024,7.793,2.958,1.22,0.39,132,1.61,0.402,3.622,2.634,2.012,11.085,4.902,5.061,4.39,3.073,1.098,8.012,3.805,0.475,34.006
Paul Millsap,32.0,ATL,69,33.954,33:57,0.442,0.768,0.311,18.058,7.725,3.652,1.595,1.304,0.899,152,2.203,1.609,6.116,2.29,2.696,14.087,6.232,5.87,4.507,3.493,1.087,10.594,5.145,0.486,37.125
LaMarcus Aldridge,31.0,SAS,72,32.431,32:25,0.477,0.812,0.411,17.264,7.264,1.931,1.418,0.639,1.222,134,1.861,2.389,4.875,1.361,2.194,14.569,6.944,3.764,3.056,0.778,0.319,13.792,6.625,0.48,33.099
Nikola Jokić,22.0,DEN,73,27.914,27:54,0.578,0.825,0.324,16.726,9.836,4.918,2.099,0.836,0.753,116,1.589,2.904,6.932,2.342,2.932,11.699,6.767,3.123,2.575,1.904,0.616,9.795,6.151,0.628,38.33
Eric Gordon,28.0,HOU,75,30.98,30:58,0.406,0.84,0.372,16.227,2.68,2.507,1.554,0.64,0.547,89,1.187,0.387,2.293,1.613,2.0,13.547,5.493,2.333,1.96,8.813,3.28,4.733,2.213,0.468,25.149
Jordan Clarkson,25.0,LAL,82,29.226,29:13,0.445,0.798,0.329,14.695,3.0,2.598,1.299,1.073,0.098,96,1.171,0.598,2.402,2.0,1.829,13.061,5.817,2.049,1.634,4.341,1.427,8.72,4.39,0.503,23.704
Kristaps Porziņģis,21.0,NYK,66,32.794,32:47,0.45,0.786,0.357,18.121,7.197,1.47,0.822,0.712,1.955,176,2.667,1.682,5.515,1.788,3.697,14.924,6.712,3.818,3.0,4.758,1.697,10.167,5.015,0.493,35.174
Myles Turner,21.0,IND,81,31.37,31:22,0.511,0.809,0.348,14.481,7.272,1.309,1.01,0.914,2.123,246,3.037,1.716,5.556,1.296,3.235,10.728,5.481,3.741,3.025,1.42,0.494,9.309,4.988,0.536,32.985
JJ Redick,33.0,LAC,78,28.181,28:10,0.445,0.891,0.429,15.038,2.192,1.41,1.122,0.692,0.167,67,0.859,0.141,2.051,1.256,1.603,11.41,5.077,2.59,2.308,6.0,2.577,5.41,2.5,0.462,21.105
Serge Ibaka,27.0,TOR,79,30.659,30:39,0.48,0.856,0.391,14.848,6.81,0.949,0.714,0.519,1.57,165,2.089,1.633,5.177,1.329,2.722,12.43,5.962,1.582,1.354,4.013,1.57,8.418,4.392,0.522,29.381
Evan Fournier,24.0,ORL,68,32.848,32:50,0.439,0.805,0.356,17.162,3.074,2.971,1.433,0.971,0.059,70,1.029,0.647,2.426,2.074,2.647,13.676,6.0,4.074,3.279,5.294,1.882,8.382,4.118,0.491,26.321
Nicolas Batum,28.0,CHA,77,33.99,33:59,0.403,0.856,0.333,15.117,6.247,5.922,2.351,1.117,0.377,115,1.494,0.597,5.649,2.519,1.416,12.662,5.104,3.688,3.156,5.26,1.753,7.403,3.351,0.453,33.457
Derrick Rose,28.0,NYK,64,32.529,32:31,0.471,0.874,0.217,18.031,3.844,4.422,1.925,0.688,0.266,61,0.953,1.031,2.812,2.297,1.312,15.266,7.188,3.953,3.453,0.938,0.203,14.328,6.984,0.487,29.839
Danilo Gallinari,28.0,DEN,63,33.873,33:52,0.447,0.902,0.389,18.175,5.159,2.143,1.646,0.635,0.238,55,0.873,0.619,4.54,1.302,1.476,11.905,5.317,6.143,5.54,5.143,2.0,6.762,3.317,0.491,28.897
Tim Hardaway Jr.,25.0,ATL,79,27.259,27:15,0.455,0.766,0.357,14.468,2.835,2.304,1.717,0.696,0.19,70,0.886,0.443,2.392,1.342,1.304,11.544,5.253,2.709,2.076,5.278,1.886,6.266,3.367,0.537,22.643
Kevin Love,28.0,CLE,60,31.411,31:24,0.427,0.871,0.373,19.033,11.1,1.933,0.951,0.883,0.35,74,1.233,2.467,8.633,2.033,2.083,14.45,6.167,4.917,4.283,6.483,2.417,7.967,3.75,0.471,36.92
Rudy Gobert,25.0,UTA,81,33.873,33:52,0.661,0.653,0.0,14.037,12.778,1.198,0.66,0.605,2.642,263,3.247,3.877,8.901,1.815,3.037,7.716,5.099,5.877,3.84,0.012,0.0,7.704,5.099,0.662,39.093
Wilson Chandler,30.0,DEN,71,30.939,30:56,0.461,0.727,0.337,15.732,6.479,1.986,1.237,0.718,0.423,81,1.141,1.451,5.028,1.606,2.423,13.225,6.099,2.732,1.986,4.592,1.549,8.634,4.549,0.527,28.303
Bojan Bogdanović,28.0,WAS,81,25.714,25:42,0.445,0.893,0.367,13.741,3.42,1.37,0.847,0.42,0.086,41,0.506,0.457,2.963,1.617,1.802,10.432,4.642,3.0,2.679,4.84,1.778,5.593,2.864,0.512,19.801
Marcus Morris Sr.,27.0,DET,79,32.469,32:28,0.418,0.784,0.331,13.987,4.633,2.025,1.839,0.658,0.316,77,0.975,0.975,3.658,1.101,2.127,12.747,5.329,2.342,1.835,4.519,1.494,8.228,3.835,0.466,24.408
Andre Drummond,23.0,DET,81,29.746,29:44,0.53,0.386,0.286,13.642,13.765,1.111,0.592,1.531,1.099,213,2.63,4.259,9.506,1.877,2.926,11.247,5.963,4.383,1.691,0.086,0.025,11.16,5.938,0.532,37.84
Chris Paul,32.0,LAC,61,31.489,31:29,0.476,0.892,0.411,18.098,4.984,9.23,3.83,1.951,0.131,127,2.082,0.656,4.328,2.41,2.393,12.869,6.131,4.262,3.803,4.951,2.033,7.918,4.098,0.518,41.759
Dwyane Wade,35.0,CHI,60,29.87,29:52,0.434,0.794,0.31,18.267,4.5,3.8,1.652,1.433,0.683,127,2.117,1.05,3.45,2.3,1.867,15.917,6.9,4.683,3.717,2.417,0.75,13.5,6.15,0.456,33.417
Nikola Vučević,26.0,ORL,75,28.836,28:50,0.468,0.669,0.307,14.613,10.387,2.773,1.778,1.013,0.987,150,2.0,2.347,8.04,1.56,2.4,13.747,6.44,2.133,1.427,1.0,0.307,12.747,6.133,0.481,35.677
Otto Porter Jr.,24.0,WAS,80,32.563,32:33,0.516,0.832,0.434,13.438,6.425,1.512,2.75,1.45,0.525,158,1.975,1.475,4.95,0.55,2.412,10.038,5.175,1.488,1.238,4.262,1.85,5.775,3.325,0.576,28.791
Ersan Ilyasova,30.0,ATL,82,26.127,26:07,0.431,0.778,0.353,13.061,5.866,1.72,1.216,0.707,0.28,81,0.988,1.402,4.463,1.415,2.573,10.854,4.683,2.524,1.963,4.902,1.732,5.951,2.951,0.496,24.228
Victor Oladipo,25.0,OKC,67,33.174,33:10,0.442,0.753,0.361,15.925,4.343,2.627,1.479,1.164,0.313,99,1.478,0.582,3.761,1.776,2.313,13.91,6.149,2.299,1.731,5.254,1.896,8.657,4.254,0.491,27.734
Markieff Morris,27.0,WAS,76,31.241,31:14,0.457,0.837,0.362,13.987,6.487,1.658,0.977,1.079,0.553,124,1.632,1.408,5.079,1.697,3.342,11.697,5.342,2.829,2.368,2.579,0.934,9.118,4.408,0.483,27.455
Kentavious Caldwell-Pope,24.0,DET,76,33.27,33:16,0.399,0.832,0.35,13.776,3.263,2.539,2.244,1.171,0.158,101,1.329,0.724,2.539,1.132,1.553,12.211,4.868,2.434,2.026,5.75,2.013,6.461,2.855,0.442,24.357
Elfrid Payton,23.0,ORL,82,29.417,29:25,0.471,0.692,0.274,12.756,4.72,6.451,2.972,1.073,0.488,128,1.561,1.085,3.634,2.171,2.159,11.122,5.244,2.573,1.78,1.78,0.488,9.341,4.756,0.509,30.609
Dario Šarić,23.0,PHI,81,26.284,26:17,0.411,0.782,0.311,12.84,6.333,2.247,0.995,0.704,0.37,87,1.074,1.383,4.951,2.259,2.0,11.444,4.704,2.716,2.123,4.21,1.309,7.235,3.395,0.469,24.773
Enes Freedom,25.0,OKC,72,21.289,21:17,0.545,0.786,0.132,14.347,6.694,0.931,0.545,0.444,0.528,70,0.972,2.708,3.986,1.708,2.139,10.236,5.583,3.958,3.111,0.528,0.069,9.708,5.514,0.568,24.985
DeAndre Jordan,28.0,LAC,81,31.732,31:43,0.714,0.482,0.0,12.704,13.753,1.185,0.835,0.63,1.654,185,2.284,3.679,10.074,1.42,2.617,7.123,5.086,5.247,2.531,0.025,0.0,7.099,5.086,0.717,36.417
Jrue Holiday,27.0,NOP,67,32.685,32:41,0.454,0.708,0.356,15.358,3.94,7.284,2.515,1.493,0.657,144,2.149,0.687,3.254,2.896,1.985,13.328,6.045,2.507,1.776,4.194,1.493,9.134,4.552,0.498,34.564
Zach Randolph,35.0,MEM,73,24.469,24:28,0.449,0.731,0.223,14.082,8.192,1.671,1.232,0.521,0.137,48,0.658,2.493,5.699,1.356,1.863,13.205,5.932,2.644,1.932,1.288,0.288,11.918,5.644,0.474,27.036
Jabari Parker,22.0,MIL,51,33.88,33:52,0.49,0.743,0.365,20.098,6.157,2.784,1.527,0.98,0.431,72,1.412,1.549,4.608,1.824,2.176,15.961,7.824,4.275,3.176,3.49,1.275,12.471,6.549,0.525,34.075
Aaron Gordon,21.0,ORL,80,28.725,28:43,0.454,0.719,0.288,12.738,5.062,1.875,1.685,0.812,0.5,105,1.312,1.45,3.612,1.112,2.15,10.812,4.912,2.712,1.95,3.338,0.962,7.475,3.95,0.528,24.45
Jamal Crawford,37.0,LAC,82,26.306,26:18,0.413,0.857,0.36,12.293,1.573,2.61,1.597,0.744,0.171,75,0.915,0.207,1.366,1.634,1.402,10.61,4.378,2.476,2.122,3.927,1.415,6.683,2.963,0.443,19.205
Dwight Howard,31.0,ATL,74,29.712,29:42,0.633,0.533,0.0,13.541,12.703,1.405,0.612,0.865,1.243,156,2.108,4.0,8.703,2.297,2.743,8.284,5.243,5.73,3.054,0.027,0.0,8.257,5.243,0.635,34.919
Tyler Johnson,25.0,MIA,73,29.829,29:49,0.433,0.768,0.372,13.726,4.014,3.192,2.589,1.151,0.603,128,1.753,0.685,3.329,1.233,2.411,11.288,4.89,3.479,2.671,3.425,1.274,7.863,3.616,0.46,27.358
Jae Crowder,26.0,BOS,72,32.436,32:26,0.462,0.811,0.398,13.875,5.764,2.153,1.938,1.014,0.319,96,1.333,0.667,5.097,1.111,2.236,10.0,4.625,3.014,2.444,5.472,2.181,4.528,2.444,0.54,26.91
Wesley Matthews,30.0,DAL,73,34.175,34:10,0.393,0.816,0.363,13.507,3.548,2.877,2.059,1.055,0.205,92,1.26,0.247,3.301,1.397,2.205,11.603,4.562,2.452,2.0,6.562,2.384,5.041,2.178,0.432,24.463
D'Angelo Russell,21.0,LAL,63,28.739,28:44,0.405,0.782,0.352,15.619,3.508,4.81,1.722,1.381,0.254,103,1.635,0.492,3.016,2.794,2.063,13.762,5.571,2.984,2.333,6.095,2.143,7.667,3.429,0.447,29.154
Ryan Anderson,29.0,HOU,72,29.394,29:23,0.418,0.86,0.403,13.597,4.583,0.944,1.236,0.431,0.194,45,0.625,1.556,3.028,0.764,1.972,10.736,4.486,2.083,1.792,7.028,2.833,3.708,1.653,0.446,21.625
Julius Randle,22.0,LAL,74,28.812,28:48,0.488,0.723,0.27,13.176,8.595,3.568,1.526,0.662,0.5,86,1.162,2.027,6.568,2.338,3.351,10.446,5.095,3.811,2.757,0.851,0.23,9.595,4.865,0.507,29.989
James Johnson,30.0,MIA,76,27.433,27:25,0.479,0.707,0.34,12.829,4.947,3.632,1.614,1.0,1.132,162,2.132,0.868,4.079,2.25,2.592,10.118,4.842,2.829,2.0,3.368,1.145,6.75,3.697,0.548,28.358
Jonas Valančiūnas,25.0,TOR,80,25.818,25:49,0.557,0.811,0.5,11.988,9.488,0.712,0.538,0.462,0.788,100,1.25,2.825,6.662,1.325,2.7,8.775,4.888,2.712,2.2,0.025,0.012,8.75,4.875,0.557,26.866
Al Horford,31.0,BOS,68,32.254,32:15,0.473,0.8,0.355,14.0,6.838,4.956,2.93,0.765,1.265,138,2.029,1.397,5.441,1.691,2.029,11.779,5.574,1.985,1.588,3.559,1.265,8.221,4.309,0.524,34.037
Greg Monroe,27.0,MIL,81,22.502,22:30,0.533,0.741,0.0,11.741,6.568,2.309,1.336,1.136,0.469,130,1.605,2.062,4.506,1.728,2.074,8.963,4.778,2.951,2.185,0.049,0.0,8.914,4.778,0.536,26.172
T.J. Warren,23.0,PHX,66,31.031,31:01,0.495,0.773,0.265,14.409,5.136,1.136,1.316,1.152,0.591,115,1.742,1.894,3.242,0.864,2.652,12.333,6.106,2.333,1.803,1.485,0.394,10.848,5.712,0.527,26.641
Trevor Ariza,32.0,HOU,80,34.658,34:39,0.409,0.738,0.344,11.7,5.725,2.188,2.397,1.838,0.25,167,2.088,0.675,5.05,0.912,1.662,9.975,4.075,1.575,1.162,6.938,2.388,3.038,1.688,0.556,27.201
Sean Kilpatrick,27.0,BKN,70,25.051,25:03,0.415,0.843,0.341,13.129,4.0,2.243,1.163,0.643,0.086,51,0.729,0.314,3.686,1.929,1.686,10.5,4.357,3.457,2.914,4.4,1.5,6.1,2.857,0.468,21.55
Steven Adams,23.0,OKC,80,29.867,29:52,0.571,0.611,0.0,11.312,7.662,1.075,0.589,1.112,0.975,167,2.088,3.512,4.15,1.825,2.438,8.188,4.675,3.212,1.962,0.012,0.0,8.175,4.675,0.572,26.557
Darren Collison,29.0,SAC,68,30.343,30:20,0.476,0.86,0.417,13.235,2.235,4.588,2.737,0.985,0.132,76,1.118,0.338,1.897,1.676,1.75,10.5,5.0,2.515,2.162,2.574,1.074,7.926,3.926,0.495,24.476
Seth Curry,26.0,DAL,70,28.986,28:59,0.481,0.85,0.425,12.829,2.557,2.7,2.054,1.129,0.1,86,1.229,0.357,2.2,1.314,1.8,10.043,4.829,1.429,1.214,4.6,1.957,5.443,2.871,0.528,22.319
Avery Bradley,26.0,BOS,55,33.354,33:21,0.463,0.731,0.39,16.255,6.073,2.218,1.386,1.236,0.2,79,1.436,1.182,4.891,1.6,2.564,14.091,6.527,1.691,1.236,5.036,1.964,9.055,4.564,0.504,29.578
Austin Rivers,24.0,LAC,74,27.753,27:45,0.442,0.691,0.371,12.014,2.176,2.757,1.774,0.649,0.135,58,0.784,0.27,1.905,1.554,2.527,9.878,4.365,2.581,1.784,4.041,1.5,5.838,2.865,0.491,19.557
Zach LaVine,22.0,MIN,47,37.209,37:12,0.459,0.836,0.387,18.915,3.404,2.957,1.635,0.872,0.213,51,1.085,0.404,3.0,1.809,2.213,15.106,6.936,2.979,2.489,6.596,2.553,8.511,4.383,0.515,28.883
Marcin Gortat,33.0,WAS,82,31.164,31:09,0.579,0.648,0.0,10.768,10.354,1.476,1.017,0.488,0.744,101,1.232,2.902,7.451,1.451,2.598,8.22,4.756,1.939,1.256,0.024,0.0,8.195,4.756,0.58,27.65
Frank Kaminsky,24.0,CHA,75,26.054,26:03,0.399,0.756,0.328,11.653,4.48,2.16,2.132,0.613,0.453,80,1.067,0.76,3.72,1.013,1.853,10.693,4.267,2.08,1.573,4.72,1.547,5.973,2.72,0.455,22.456
Buddy Hield,24.0,SAC,82,23.027,23:01,0.426,0.842,0.391,10.561,3.28,1.476,1.198,0.463,0.11,47,0.573,0.427,2.854,1.232,1.402,9.354,3.988,0.927,0.78,4.622,1.805,4.732,2.183,0.461,17.199
Robert Covington,26.0,PHI,67,31.62,31:37,0.399,0.822,0.333,12.896,6.507,1.522,0.779,1.896,1.03,196,2.925,1.373,5.134,1.955,3.03,10.925,4.358,2.597,2.134,6.149,2.045,4.776,2.313,0.484,29.809
Terrence Ross,26.0,ORL,78,25.064,25:03,0.437,0.831,0.363,11.0,2.641,1.128,1.294,1.115,0.423,120,1.538,0.231,2.41,0.872,1.833,9.564,4.179,0.987,0.821,5.013,1.821,4.551,2.359,0.518,19.605
Gary Harris,22.0,DEN,57,31.268,31:16,0.502,0.776,0.42,14.93,3.123,2.877,2.158,1.246,0.14,79,1.386,0.842,2.281,1.333,1.614,11.175,5.614,2.351,1.825,4.474,1.877,6.702,3.737,0.558,25.818
Marvin Williams,31.0,CHA,76,30.191,30:11,0.422,0.873,0.35,11.171,6.579,1.395,1.767,0.763,0.697,111,1.461,1.171,5.408,0.789,1.763,9.263,3.908,1.974,1.724,4.658,1.632,4.605,2.276,0.494,24.75
Taj Gibson,32.0,OKC,78,25.494,25:29,0.515,0.715,0.231,10.846,6.218,0.936,0.695,0.526,0.833,106,1.359,2.026,4.192,1.346,2.09,9.09,4.679,2.026,1.449,0.167,0.038,8.923,4.641,0.52,22.442
Allen Crabbe,25.0,POR,79,28.533,28:31,0.468,0.847,0.444,10.696,2.861,1.19,1.516,0.684,0.253,74,0.937,0.241,2.62,0.785,2.165,8.19,3.835,1.57,1.329,3.823,1.696,4.367,2.139,0.49,17.939
Mason Plumlee,27.0,DEN,81,26.513,26:30,0.536,0.58,0.0,10.395,7.469,3.506,2.119,0.852,1.136,161,1.988,2.099,5.37,1.654,2.79,7.691,4.123,3.704,2.148,0.074,0.0,7.617,4.123,0.541,28.926
Robin Lopez,29.0,CHI,81,28.034,28:02,0.493,0.721,0.0,10.358,6.42,0.988,0.879,0.222,1.444,135,1.667,3.012,3.407,1.123,1.864,9.568,4.716,1.284,0.926,0.025,0.0,9.543,4.716,0.494,23.42
Ricky Rubio,26.0,MIN,75,32.921,32:55,0.402,0.891,0.306,11.147,4.067,9.093,3.497,1.707,0.133,138,1.84,0.907,3.16,2.6,2.693,8.667,3.48,3.8,3.387,2.613,0.8,6.053,2.68,0.443,32.587
Marcus Smart,23.0,BOS,79,30.371,30:22,0.359,0.812,0.283,10.57,3.861,4.608,2.289,1.582,0.43,159,2.013,0.987,2.873,2.013,2.43,9.481,3.405,3.165,2.57,4.203,1.19,5.278,2.215,0.42,26.139
Courtney Lee,31.0,NYK,77,31.94,31:56,0.456,0.867,0.401,10.844,3.364,2.325,2.594,1.052,0.312,105,1.364,0.688,2.675,0.896,1.831,9.143,4.169,1.273,1.104,3.494,1.403,5.649,2.766,0.49,21.562
