PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
David Lee,27.0,NYK,81,37.271,37:16,0.545,0.812,0.0,20.247,11.716,3.642,1.561,1.049,0.494,125,1.543,2.815,8.901,2.333,3.173,15.531,8.469,4.074,3.309,0.099,0.0,15.432,8.469,0.549,42.065
Monta Ellis,24.0,GSW,64,41.353,41:21,0.449,0.753,0.338,25.484,4.016,5.312,1.393,2.234,0.391,168,2.625,0.734,3.281,3.812,2.953,21.969,9.859,6.062,4.562,3.562,1.203,18.406,8.656,0.47,42.334
Joe Johnson,29.0,ATL,76,37.971,37:58,0.458,0.818,0.369,21.303,4.645,4.855,2.545,1.079,0.066,87,1.145,0.974,3.671,1.908,1.908,18.237,8.355,3.539,2.895,4.605,1.697,13.632,6.658,0.488,35.686
Derrick Rose,21.0,CHI,78,36.807,36:48,0.489,0.766,0.267,20.756,3.756,6.013,2.161,0.731,0.346,84,1.077,0.833,2.923,2.782,1.231,17.603,8.615,4.333,3.321,0.769,0.205,16.833,8.41,0.5,34.732
Aaron Brooks,25.0,HOU,82,35.603,35:36,0.432,0.822,0.398,19.561,2.622,5.293,1.871,0.841,0.171,83,1.012,0.659,1.963,2.829,2.427,16.232,7.012,3.634,2.988,6.402,2.549,9.829,4.463,0.454,30.854
Rudy Gay,23.0,MEM,80,39.684,39:41,0.466,0.752,0.327,19.588,5.9,1.912,0.905,1.475,0.8,182,2.275,1.438,4.462,2.112,2.512,16.1,7.5,5.0,3.762,2.525,0.825,13.575,6.675,0.492,34.249
Brook Lopez,22.0,NJN,82,36.911,36:54,0.499,0.817,0.0,18.805,8.646,2.28,0.917,0.671,1.695,194,2.366,3.293,5.354,2.488,3.061,13.768,6.866,6.207,5.073,0.024,0.0,13.744,6.866,0.5,37.211
David West,29.0,NOH,81,36.403,36:24,0.505,0.865,0.259,19.025,7.469,2.951,1.382,0.938,0.741,136,1.679,2.025,5.444,2.136,2.877,15.136,7.642,4.222,3.654,0.333,0.086,14.802,7.556,0.51,35.315
Carlos Boozer,28.0,UTA,78,34.266,34:15,0.562,0.742,,19.474,11.205,3.167,1.165,1.077,0.462,120,1.538,2.321,8.885,2.718,3.462,14.077,7.91,4.923,3.654,0.0,0.0,14.077,7.91,0.562,39.568
Dwight Howard,24.0,ORL,82,34.668,34:40,0.612,0.592,0.0,18.329,13.195,1.756,0.526,0.915,2.78,303,3.695,3.463,9.732,3.341,3.5,10.171,6.22,9.951,5.89,0.085,0.0,10.085,6.22,0.617,44.541
Danny Granger,27.0,IND,62,36.745,36:44,0.428,0.848,0.361,24.145,5.516,2.758,1.089,1.516,0.823,145,2.339,1.081,4.435,2.532,2.952,18.371,7.871,6.903,5.855,7.065,2.548,11.306,5.323,0.471,39.385
Tyreke Evans,20.0,SAC,72,37.175,37:10,0.458,0.748,0.255,20.139,5.278,5.75,1.917,1.514,0.361,135,1.875,0.917,4.361,3.0,2.833,16.181,7.403,6.458,4.833,1.958,0.5,14.222,6.903,0.485,37.722
O.J. Mayo,22.0,MEM,82,37.968,37:58,0.458,0.809,0.383,17.463,3.793,2.951,1.375,1.195,0.207,115,1.402,0.744,3.049,2.146,2.122,14.427,6.61,3.195,2.585,4.329,1.659,10.098,4.951,0.49,28.502
Chauncey Billups,33.0,DEN,73,34.104,34:06,0.418,0.91,0.386,19.548,3.123,5.603,2.311,1.123,0.123,91,1.247,0.342,2.781,2.425,2.096,13.178,5.507,7.014,6.384,5.575,2.151,7.603,3.356,0.441,33.015
Jamal Crawford,30.0,ATL,79,31.139,31:08,0.449,0.857,0.382,18.038,2.544,3.013,1.737,0.772,0.152,73,0.924,0.43,2.114,1.734,1.671,13.987,6.278,3.987,3.418,5.405,2.063,8.582,4.215,0.491,26.648
Deron Williams,26.0,UTA,76,36.862,36:51,0.469,0.801,0.371,18.671,3.987,10.5,3.167,1.263,0.211,112,1.474,0.658,3.329,3.316,2.737,13.855,6.5,5.5,4.408,3.408,1.263,10.447,5.237,0.501,40.311
Chris Kaman,28.0,LAC,76,34.321,34:19,0.49,0.749,0.0,18.526,9.263,1.579,0.538,0.487,1.237,131,1.724,2.421,6.842,2.934,2.803,15.816,7.75,4.039,3.026,0.079,0.0,15.737,7.75,0.492,34.247
Andre Iguodala,26.0,PHI,82,38.935,38:56,0.443,0.733,0.31,17.085,6.451,5.756,2.165,1.72,0.671,196,2.39,1.0,5.451,2.659,1.768,13.659,6.049,5.244,3.841,3.695,1.146,9.963,4.902,0.492,37.973
Stephen Curry,22.0,GSW,80,36.203,36:12,0.462,0.885,0.437,17.488,4.45,5.9,1.942,1.9,0.238,171,2.138,0.6,3.85,3.038,3.15,14.288,6.6,2.5,2.212,4.75,2.075,9.538,4.525,0.474,35.052
Brandon Roy,25.0,POR,65,37.208,37:12,0.473,0.78,0.33,21.508,4.385,4.692,2.364,0.938,0.246,77,1.185,1.123,3.262,1.985,2.092,15.969,7.554,6.769,5.277,3.4,1.123,12.569,6.431,0.512,35.377
Tim Duncan,34.0,SAS,78,31.259,31:15,0.518,0.725,0.182,17.885,10.103,3.154,1.757,0.577,1.5,162,2.077,2.833,7.269,1.795,1.949,13.872,7.192,4.795,3.474,0.141,0.026,13.731,7.167,0.522,39.174
LaMarcus Aldridge,24.0,POR,78,37.457,37:27,0.495,0.757,0.312,17.859,8.038,2.051,1.538,0.859,0.615,115,1.474,2.462,5.577,1.333,2.962,14.987,7.423,3.897,2.949,0.205,0.064,14.782,7.359,0.498,33.672
Corey Maggette,30.0,GSW,70,29.73,29:43,0.516,0.835,0.26,19.814,5.329,2.457,1.024,0.729,0.057,55,0.786,1.314,4.014,2.4,3.3,12.657,6.529,7.871,6.571,0.714,0.186,11.943,6.343,0.531,29.851
Gerald Wallace,27.0,CHA,76,41.045,41:02,0.484,0.776,0.371,18.237,10.026,2.118,0.904,1.539,1.092,200,2.632,1.974,8.053,2.342,2.553,12.408,6.0,7.158,5.553,1.842,0.684,10.566,5.316,0.503,38.999
Andrea Bargnani,24.0,TOR,80,34.991,34:59,0.47,0.774,0.372,17.2,6.162,1.162,0.775,0.312,1.388,136,1.7,1.312,4.85,1.5,2.688,14.288,6.712,2.925,2.262,4.062,1.512,10.225,5.2,0.509,29.939
Carl Landry,26.0,SAC,80,30.861,30:51,0.536,0.806,0.333,16.788,5.85,0.825,0.485,0.688,0.788,118,1.475,2.35,3.5,1.7,2.925,11.638,6.238,5.338,4.3,0.038,0.012,11.6,6.225,0.537,27.77
Steve Nash,36.0,PHX,81,32.839,32:50,0.507,0.938,0.426,16.457,3.309,11.012,3.024,0.519,0.148,54,0.667,0.42,2.889,3.642,1.333,12.16,6.16,2.778,2.605,3.593,1.531,8.568,4.63,0.54,35.304
Luis Scola,30.0,HOU,82,32.577,32:34,0.514,0.779,0.2,16.207,8.598,2.061,1.037,0.768,0.317,89,1.085,2.134,6.463,1.988,3.0,13.293,6.829,3.256,2.537,0.061,0.012,13.232,6.817,0.515,30.884
Russell Westbrook,21.0,OKC,82,34.3,34:18,0.418,0.78,0.221,16.122,4.89,7.951,2.433,1.317,0.415,142,1.732,1.744,3.146,3.268,2.488,14.146,5.915,5.146,4.012,1.268,0.28,12.878,5.634,0.438,35.844
Ray Allen,34.0,BOS,80,35.238,35:14,0.477,0.913,0.363,16.3,3.162,2.625,1.628,0.8,0.312,89,1.112,0.562,2.6,1.612,2.275,12.162,5.8,3.162,2.888,4.988,1.812,7.175,3.988,0.556,25.758
Al Jefferson,25.0,MIN,76,32.41,32:24,0.498,0.68,0.0,17.118,9.25,1.803,1.007,0.829,1.289,161,2.118,2.368,6.882,1.789,2.697,14.803,7.368,3.5,2.382,0.053,0.0,14.75,7.368,0.5,35.488
Paul Pierce,32.0,BOS,71,33.954,33:57,0.472,0.852,0.414,18.254,4.366,3.07,1.313,1.183,0.437,115,1.62,0.549,3.817,2.338,2.761,12.211,5.761,6.099,5.197,3.704,1.535,8.507,4.225,0.497,30.62
Jason Terry,32.0,DAL,77,32.981,32:58,0.438,0.866,0.365,16.623,1.818,3.792,2.679,1.221,0.221,111,1.442,0.247,1.571,1.416,1.844,13.519,5.922,3.481,3.013,4.844,1.766,8.675,4.156,0.479,27.403
Al Harrington,30.0,NYK,72,30.49,30:29,0.435,0.757,0.342,17.722,5.625,1.528,0.833,0.861,0.361,88,1.222,1.222,4.403,1.833,2.903,14.306,6.222,4.403,3.333,5.681,1.944,8.625,4.278,0.496,28.597
Brandon Jennings,20.0,MIL,82,32.57,32:34,0.371,0.817,0.374,15.488,3.439,5.732,2.35,1.28,0.22,123,1.5,0.598,2.841,2.439,2.329,14.829,5.5,3.329,2.72,4.732,1.768,10.098,3.732,0.37,30.273
Josh Smith,24.0,ATL,81,35.438,35:26,0.505,0.618,0.0,15.667,8.704,4.222,1.727,1.605,2.123,302,3.728,2.753,5.951,2.444,2.963,12.333,6.222,5.21,3.222,0.086,0.0,12.247,6.222,0.508,41.185
John Salmons,30.0,MIL,81,34.872,34:52,0.441,0.83,0.382,15.37,3.333,2.753,1.813,1.222,0.321,125,1.543,0.432,2.901,1.519,2.049,12.235,5.395,3.765,3.123,3.815,1.457,8.42,3.938,0.468,26.611
Vince Carter,33.0,ORL,75,30.806,30:48,0.428,0.84,0.367,16.587,3.907,3.147,2.226,0.707,0.24,71,0.947,0.44,3.467,1.413,2.52,13.533,5.787,4.08,3.427,4.32,1.587,9.213,4.2,0.456,27.421
Jeff Green,23.0,OKC,82,37.111,37:06,0.453,0.74,0.333,15.11,5.976,1.634,0.993,1.268,0.878,176,2.146,1.366,4.61,1.646,2.695,13.049,5.915,2.72,2.012,3.805,1.268,9.244,4.646,0.503,29.524
Jason Richardson,29.0,PHX,79,31.456,31:27,0.474,0.739,0.392,15.684,5.114,1.81,1.554,0.835,0.418,99,1.253,1.025,4.089,1.165,2.139,12.633,5.987,2.329,1.722,5.063,1.987,7.57,4.0,0.528,27.13
Manu Ginobili,32.0,SAS,75,28.664,28:39,0.441,0.87,0.377,16.493,3.787,4.933,2.403,1.373,0.32,127,1.693,0.907,2.88,2.053,2.053,12.04,5.307,4.733,4.12,4.667,1.76,7.373,3.547,0.481,31.464
Antawn Jamison,34.0,CLE,66,36.452,36:27,0.461,0.647,0.344,18.712,8.409,1.273,0.923,1.076,0.318,92,1.394,2.061,6.348,1.379,2.712,15.697,7.242,4.545,2.939,3.742,1.288,11.955,5.955,0.498,33.515
Luol Deng,25.0,CHI,70,37.867,37:52,0.466,0.764,0.386,17.571,7.314,2.043,1.067,0.943,0.871,127,1.814,1.871,5.443,1.914,1.843,14.486,6.757,4.714,3.6,1.186,0.457,13.3,6.3,0.474,32.941
Danilo Gallinari,21.0,NYK,81,33.909,33:54,0.423,0.818,0.381,15.074,4.914,1.667,1.227,0.926,0.716,133,1.642,0.802,4.111,1.358,2.358,11.444,4.84,3.79,3.099,6.025,2.296,5.42,2.543,0.469,27.038
Rodney Stuckey,24.0,DET,73,34.228,34:13,0.405,0.833,0.228,16.644,3.849,4.767,2.135,1.384,0.164,113,1.548,0.918,2.932,2.233,2.808,15.192,6.151,4.918,4.096,1.082,0.247,14.11,5.904,0.418,30.825
Caron Butler,30.0,DAL,74,37.616,37:36,0.428,0.838,0.29,16.297,6.23,2.108,0.975,1.568,0.324,140,1.892,1.405,4.824,2.162,2.608,14.203,6.081,4.257,3.568,1.959,0.568,12.243,5.514,0.45,30.449
Pau Gasol,29.0,LAL,65,36.974,36:58,0.536,0.79,0.0,18.308,11.292,3.354,1.524,0.569,1.738,150,2.308,3.738,7.554,2.2,2.338,12.985,6.954,5.569,4.4,0.077,0.0,12.908,6.954,0.539,41.612
Michael Beasley,21.0,MIA,78,29.848,29:50,0.45,0.8,0.275,14.821,6.385,1.282,0.763,1.026,0.628,129,1.654,1.577,4.808,1.679,2.833,13.333,6.0,3.077,2.462,1.308,0.359,12.026,5.641,0.469,27.687
JR Smith,24.0,DEN,75,27.758,27:45,0.414,0.706,0.338,15.413,3.12,2.44,1.317,1.32,0.267,119,1.587,0.373,2.747,1.853,2.32,13.773,5.707,2.68,1.893,6.227,2.107,7.547,3.6,0.477,25.724
Al Horford,24.0,ATL,81,35.123,35:07,0.551,0.789,1.0,14.173,9.864,2.333,1.549,0.728,1.123,150,1.852,2.914,6.951,1.506,2.778,10.457,5.765,3.333,2.63,0.012,0.012,10.444,5.753,0.551,33.559
Andre Miller,34.0,POR,82,30.484,30:29,0.445,0.821,0.2,13.976,3.244,5.427,2.572,1.134,0.11,102,1.244,0.988,2.256,2.11,2.061,11.073,4.927,4.78,3.927,0.976,0.195,10.098,4.732,0.469,27.63
Baron Davis,31.0,LAC,75,33.636,33:38,0.406,0.821,0.277,15.267,3.547,7.973,2.834,1.68,0.573,169,2.253,0.693,2.853,2.813,2.8,13.533,5.493,3.88,3.187,3.947,1.093,9.587,4.4,0.459,35.429
Andray Blatche,23.0,WAS,81,27.851,27:51,0.478,0.744,0.295,14.111,6.284,2.099,0.934,1.049,0.877,156,1.926,1.951,4.333,2.247,2.691,12.333,5.901,2.889,2.148,0.543,0.16,11.79,5.741,0.487,28.331
Nene,27.0,DEN,82,33.593,33:35,0.587,0.704,0.0,13.841,7.646,2.476,1.624,1.402,1.0,197,2.402,2.024,5.622,1.524,3.427,8.744,5.134,5.073,3.573,0.024,0.0,8.72,5.134,0.589,32.413
Rajon Rondo,24.0,BOS,81,36.581,36:34,0.508,0.621,0.212,13.704,4.444,9.802,3.228,2.333,0.136,200,2.469,1.235,3.21,3.037,2.444,11.16,5.667,3.481,2.16,0.988,0.21,10.173,5.457,0.536,38.111
Andrew Bogut,25.0,MIL,69,32.31,32:18,0.52,0.629,0.0,15.87,10.159,1.841,0.969,0.565,2.536,214,3.101,3.014,7.145,1.899,3.217,13.188,6.855,3.435,2.159,0.029,0.0,13.159,6.855,0.521,38.228
Jonny Flynn,21.0,MIN,81,28.882,28:52,0.417,0.826,0.358,13.506,2.358,4.395,1.528,1.012,0.025,84,1.037,0.296,2.062,2.877,1.21,11.753,4.901,3.333,2.753,2.654,0.951,9.099,3.951,0.434,23.163
Mo Williams,27.0,CLE,69,34.188,34:11,0.442,0.894,0.429,15.826,2.986,5.333,2.127,1.014,0.304,91,1.319,0.406,2.58,2.507,2.464,12.391,5.478,2.87,2.565,5.377,2.304,7.014,3.174,0.452,28.858
Devin Harris,27.0,NJN,64,34.698,34:41,0.403,0.798,0.276,16.875,3.172,6.609,2.337,1.234,0.281,97,1.516,0.375,2.797,2.828,2.781,13.812,5.562,6.031,4.812,3.391,0.938,10.422,4.625,0.444,32.314
Trevor Ariza,24.0,HOU,72,36.512,36:30,0.394,0.649,0.334,14.889,5.597,3.833,1.714,1.75,0.556,166,2.306,1.083,4.514,2.236,2.25,13.875,5.472,3.167,2.056,5.653,1.889,8.222,3.583,0.436,32.036
Corey Brewer,24.0,MIN,82,30.268,30:16,0.431,0.648,0.346,13.0,3.402,2.354,1.177,1.427,0.354,146,1.78,0.854,2.549,2.0,2.732,11.573,4.988,3.122,2.024,2.89,1.0,8.683,3.988,0.459,23.955
Marcus Thornton,23.0,NOH,73,25.638,25:38,0.451,0.814,0.374,14.479,2.89,1.562,1.5,0.795,0.151,69,0.945,0.986,1.904,1.041,1.74,12.096,5.452,2.425,1.973,4.288,1.603,7.808,3.849,0.493,22.085
Troy Murphy,30.0,IND,72,32.56,32:33,0.472,0.798,0.384,14.583,10.236,2.083,1.5,1.0,0.472,106,1.472,1.792,8.444,1.389,2.431,11.292,5.333,2.681,2.139,4.625,1.778,6.667,3.556,0.533,33.019
Eric Gordon,21.0,LAC,62,35.952,35:57,0.449,0.742,0.371,16.855,2.581,3.0,1.292,1.113,0.226,83,1.339,0.403,2.177,2.323,1.548,12.645,5.677,4.823,3.581,5.177,1.919,7.468,3.758,0.503,26.145
Beno Udrih,27.0,SAC,79,31.349,31:20,0.493,0.837,0.377,12.949,2.772,4.709,2.735,1.127,0.127,99,1.253,0.481,2.291,1.722,2.101,10.646,5.253,1.785,1.494,2.519,0.949,8.127,4.304,0.53,25.377
Rashard Lewis,30.0,ORL,72,32.897,32:53,0.435,0.806,0.397,14.069,4.417,1.486,0.991,1.083,0.389,106,1.472,0.861,3.556,1.5,2.5,11.181,4.861,2.5,2.014,5.875,2.333,5.306,2.528,0.476,24.515
Marc Gasol,25.0,MEM,69,35.781,35:46,0.581,0.67,0.0,14.609,9.275,2.391,1.222,1.0,1.58,178,2.58,3.014,6.261,1.957,3.681,9.435,5.478,5.449,3.652,0.014,0.0,9.42,5.478,0.582,35.109
Elton Brand,31.0,PHI,76,30.225,30:13,0.48,0.738,0.0,13.105,6.066,1.434,0.832,1.079,1.053,162,2.132,2.355,3.711,1.724,3.053,11.289,5.421,3.066,2.263,0.013,0.0,11.276,5.421,0.481,27.207
Richard Jefferson,30.0,SAS,81,31.115,31:06,0.467,0.735,0.316,12.272,4.395,1.951,1.505,0.556,0.494,85,1.049,0.716,3.679,1.296,2.198,9.568,4.469,3.543,2.605,2.309,0.728,7.259,3.741,0.515,22.323
Wilson Chandler,23.0,NYK,65,35.691,35:41,0.479,0.806,0.267,15.277,5.354,2.123,1.278,0.708,0.754,95,1.462,1.431,3.923,1.662,2.831,13.231,6.338,2.462,1.985,2.308,0.615,10.923,5.723,0.524,27.609
Kevin Garnett,34.0,BOS,69,29.858,29:51,0.521,0.837,0.2,14.348,7.333,2.681,1.832,0.986,0.826,125,1.812,1.13,6.203,1.464,2.464,11.188,5.826,3.203,2.681,0.072,0.014,11.116,5.812,0.523,31.141
Mehmet Okur,31.0,UTA,73,29.437,29:26,0.458,0.82,0.385,13.534,7.055,1.63,0.937,0.521,1.11,119,1.63,1.808,5.247,1.74,3.055,10.616,4.863,3.274,2.685,2.918,1.123,7.699,3.74,0.486,27.596
Rasual Butler,31.0,LAC,82,32.955,32:57,0.409,0.841,0.336,11.939,2.927,1.415,1.468,0.439,0.829,104,1.268,0.476,2.451,0.963,1.476,10.61,4.341,1.768,1.488,5.268,1.768,5.341,2.573,0.482,20.415
Andrew Bynum,22.0,LAL,65,30.415,30:24,0.57,0.739,0.0,15.031,8.323,1.046,0.591,0.538,1.446,129,1.985,2.723,5.6,1.769,2.969,10.585,6.031,4.015,2.969,0.015,0.0,10.569,6.031,0.571,30.772
Raymond Felton,26.0,CHA,80,33.036,33:02,0.459,0.763,0.385,12.1,3.6,5.575,2.655,1.538,0.275,145,1.812,0.662,2.938,2.1,2.15,10.575,4.85,2.162,1.65,1.95,0.75,8.625,4.1,0.475,28.12
George Hill,24.0,SAS,78,29.184,29:11,0.478,0.772,0.399,12.359,2.628,2.897,2.238,0.885,0.333,95,1.218,0.538,2.09,1.295,2.846,9.462,4.526,3.038,2.346,2.41,0.962,7.051,3.564,0.505,22.218
Mike Conley,22.0,MEM,80,32.106,32:06,0.445,0.743,0.387,11.988,2.388,5.312,2.5,1.362,0.15,121,1.512,0.375,2.013,2.125,2.225,10.375,4.612,2.338,1.738,2.65,1.025,7.725,3.588,0.464,25.234
Paul Millsap,25.0,UTA,82,27.768,27:46,0.538,0.693,0.111,11.634,6.817,1.598,1.129,0.78,1.207,163,1.988,2.268,4.549,1.415,3.476,8.732,4.695,3.22,2.232,0.11,0.012,8.622,4.683,0.543,26.76
Jermaine O'Neal,31.0,MIA,70,28.448,28:26,0.529,0.72,0.0,13.571,6.943,1.314,0.736,0.357,1.357,120,1.714,1.771,5.171,1.786,3.029,10.643,5.629,3.214,2.314,0.029,0.0,10.614,5.629,0.53,27.231
Roy Hibbert,23.0,IND,81,25.12,25:07,0.495,0.754,0.5,11.679,5.728,1.951,1.09,0.37,1.617,161,1.988,2.185,3.543,1.79,3.519,9.654,4.778,2.765,2.086,0.074,0.037,9.58,4.741,0.495,25.652
Darren Collison,22.0,NOH,76,27.752,27:45,0.477,0.851,0.4,12.447,2.526,5.684,2.139,1.026,0.053,82,1.079,0.539,1.987,2.658,1.211,10.382,4.947,2.289,1.947,1.513,0.605,8.868,4.342,0.49,24.584
Kevin Martin,27.0,HOU,46,35.499,35:29,0.417,0.876,0.333,20.565,3.565,2.413,1.207,1.0,0.13,52,1.13,0.63,2.935,2.0,2.087,15.065,6.283,7.391,6.478,4.565,1.522,10.5,4.761,0.453,29.854
Jason Thompson,23.0,SAC,75,31.431,31:25,0.472,0.715,0.1,12.52,8.493,1.653,0.892,0.547,0.973,114,1.52,2.987,5.507,1.853,3.72,10.453,4.933,3.693,2.64,0.133,0.013,10.32,4.92,0.477,27.899
Charlie Villanueva,25.0,DET,78,23.687,23:41,0.439,0.815,0.351,11.936,4.679,0.679,0.716,0.615,0.705,103,1.321,1.09,3.59,0.949,2.859,10.603,4.654,1.667,1.359,3.615,1.269,6.987,3.385,0.484,21.583
Jarrett Jack,26.0,TOR,82,27.359,27:21,0.481,0.842,0.412,11.354,2.707,5.037,2.534,0.732,0.073,66,0.805,0.366,2.341,1.988,1.841,8.183,3.939,2.939,2.476,2.427,1.0,5.756,2.939,0.511,22.584
Thaddeus Young,22.0,PHI,67,32.021,32:01,0.47,0.691,0.348,13.821,5.224,1.448,0.77,1.209,0.224,96,1.433,1.94,3.284,1.881,1.985,12.134,5.701,2.463,1.701,2.06,0.716,10.075,4.985,0.495,24.679
Boris Diaw,28.0,CHA,82,35.441,35:26,0.483,0.769,0.32,11.28,5.171,3.963,1.826,0.732,0.695,117,1.427,1.598,3.573,2.171,2.671,9.427,4.549,1.793,1.378,2.512,0.805,6.915,3.744,0.541,25.54
Grant Hill,37.0,PHX,81,30.004,30:00,0.478,0.817,0.438,11.259,5.494,2.383,1.787,0.741,0.444,96,1.185,0.914,4.58,1.333,2.037,8.679,4.148,3.099,2.531,0.988,0.432,7.691,3.716,0.483,23.648
Channing Frye,27.0,PHX,81,27.038,27:02,0.451,0.81,0.439,11.16,5.272,1.395,1.548,0.79,0.914,138,1.704,0.815,4.457,0.901,3.247,8.679,3.914,1.494,1.21,4.84,2.123,3.84,1.79,0.466,23.789
Anthony Morrow,24.0,GSW,69,29.248,29:14,0.468,0.886,0.456,13.029,3.754,1.507,1.238,0.942,0.232,81,1.174,0.884,2.87,1.217,2.29,10.188,4.768,1.652,1.464,4.449,2.029,5.739,2.739,0.477,22.099
Shawn Marion,32.0,DAL,75,31.8,31:48,0.508,0.755,0.158,11.973,6.36,1.427,1.081,0.92,0.813,130,1.733,2.107,4.253,1.32,1.88,10.373,5.267,1.853,1.4,0.253,0.04,10.12,5.227,0.516,25.625
Lou Williams,23.0,PHI,64,29.875,29:52,0.47,0.824,0.34,14.031,2.922,4.188,2.528,1.25,0.234,95,1.484,0.391,2.531,1.656,1.719,10.578,4.969,3.641,3.0,3.219,1.094,7.359,3.875,0.527,26.616
Tony Parker,28.0,SAS,56,30.857,30:51,0.487,0.756,0.294,15.964,2.411,5.661,2.128,0.518,0.143,37,0.661,0.125,2.286,2.661,1.714,12.786,6.232,4.393,3.321,0.607,0.179,12.179,6.054,0.497,26.67
Courtney Lee,24.0,NJN,71,33.451,33:27,0.436,0.869,0.338,12.465,3.549,1.704,1.592,1.31,0.282,113,1.592,0.845,2.704,1.07,1.831,10.915,4.761,2.155,1.873,3.169,1.07,7.746,3.69,0.476,22.985
Lamar Odom,30.0,LAL,82,31.519,31:31,0.463,0.693,0.319,10.756,9.78,3.256,1.78,0.915,0.72,134,1.634,2.244,7.537,1.829,2.768,9.012,4.171,2.463,1.707,2.22,0.707,6.793,3.463,0.51,30.45
Ben Gordon,27.0,DET,62,27.896,27:53,0.416,0.861,0.321,13.79,1.919,2.677,1.407,0.79,0.097,55,0.887,0.419,1.5,1.903,2.371,11.274,4.694,3.71,3.194,3.774,1.21,7.5,3.484,0.465,20.868
Luke Ridnour,29.0,MIL,82,21.446,21:26,0.478,0.907,0.381,10.39,1.744,3.951,3.057,0.659,0.085,61,0.744,0.293,1.451,1.293,2.22,8.366,4.0,1.707,1.549,2.207,0.841,6.159,3.159,0.513,19.349
Emeka Okafor,27.0,NOH,82,28.903,28:54,0.53,0.562,,10.366,9.049,0.671,0.495,0.659,1.549,181,2.207,3.061,5.988,1.354,2.659,8.0,4.244,3.341,1.878,0.0,0.0,8.0,4.244,0.53,27.499
Metta World Peace,30.0,LAL,77,33.828,33:49,0.414,0.688,0.355,10.974,4.299,3.039,1.934,1.377,0.273,127,1.649,1.286,3.013,1.571,2.143,9.61,3.974,2.416,1.662,3.844,1.364,5.766,2.61,0.453,24.068
