PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
Jason Kidd,26.0,PHX,50,41.265,41:15,0.444,0.757,0.366,16.92,6.78,10.78,3.593,2.28,0.38,133,2.66,1.74,5.04,3.0,2.16,13.96,6.2,4.78,3.62,2.46,0.9,11.5,5.3,0.461,46.206
Chris Webber,26.0,SAC,42,40.993,40:59,0.486,0.454,0.118,19.976,12.976,4.119,1.169,1.429,2.119,149,3.548,3.548,9.429,3.524,3.429,18.524,9.0,4.143,1.881,0.81,0.095,17.714,8.905,0.503,48.845
Tim Hardaway,32.0,MIA,48,36.835,36:50,0.4,0.812,0.36,17.396,3.167,7.333,2.687,1.188,0.125,63,1.312,0.312,2.854,2.729,2.125,15.667,6.271,3.104,2.521,6.479,2.333,9.188,3.938,0.429,33.404
Toni Kukoc,30.0,CHI,44,37.643,37:38,0.421,0.74,0.287,18.818,7.045,5.341,1.942,1.114,0.25,60,1.364,1.477,5.568,2.75,1.864,17.023,7.159,4.886,3.614,3.091,0.886,13.932,6.273,0.45,36.625
Nick Van Exel,27.0,DEN,50,36.033,36:01,0.398,0.811,0.308,16.52,2.26,7.36,3.041,0.8,0.06,43,0.86,0.28,1.98,2.42,1.8,15.38,6.12,3.5,2.84,4.68,1.44,10.7,4.68,0.437,30.432
Clifford Robinson,32.0,PHX,50,34.813,34:48,0.475,0.697,0.417,16.38,4.52,2.56,1.455,1.5,1.18,134,2.68,1.36,3.16,1.76,3.04,12.58,5.98,4.68,3.26,2.78,1.16,9.8,4.82,0.492,31.924
Allan Houston,28.0,NYK,50,36.288,36:17,0.418,0.862,0.407,16.26,3.04,2.74,1.054,0.7,0.18,44,0.88,0.4,2.64,2.6,2.3,14.06,5.88,3.9,3.36,2.8,1.14,11.26,4.74,0.421,24.058
Paul Pierce,21.0,BOS,48,33.966,33:57,0.439,0.713,0.412,16.479,6.438,2.396,1.018,1.708,1.042,132,2.75,2.438,4.0,2.354,2.896,13.479,5.917,4.062,2.896,4.25,1.75,9.229,4.167,0.451,33.694
Anfernee Hardaway,27.0,ORL,50,38.928,38:55,0.42,0.706,0.286,15.82,5.68,5.32,1.773,2.22,0.46,134,2.68,1.48,4.2,3.0,2.22,14.34,6.02,4.22,2.98,2.8,0.8,11.54,5.22,0.452,35.656
Antoine Walker,22.0,BOS,42,36.914,36:54,0.412,0.559,0.369,18.667,8.548,3.095,1.092,1.5,0.667,91,2.167,2.524,6.024,2.833,3.381,17.5,7.214,4.81,2.69,4.19,1.548,13.31,5.667,0.426,37.233
Eddie Jones,27.0,CHH,50,37.577,37:34,0.437,0.782,0.338,15.6,3.88,3.72,2.0,2.5,1.16,183,3.66,1.0,2.88,1.86,2.56,11.9,5.2,5.42,4.24,2.84,0.96,9.06,4.24,0.468,34.956
David Robinson,33.0,SAS,49,31.689,31:41,0.509,0.658,0.0,15.816,10.041,2.102,0.954,1.408,2.429,188,3.837,3.02,7.02,2.204,2.918,10.755,5.469,7.408,4.878,0.02,0.0,10.735,5.469,0.51,40.324
Maurice Taylor,22.0,LAC,46,32.731,32:43,0.461,0.728,0.167,16.804,5.261,1.457,0.558,0.348,0.63,45,0.978,2.174,3.087,2.609,3.891,14.674,6.761,4.478,3.261,0.13,0.022,14.543,6.739,0.463,25.628
Doug Christie,29.0,TOR,50,35.355,35:21,0.388,0.841,0.304,15.2,4.14,3.74,1.571,2.26,0.52,139,2.78,1.18,2.96,2.38,2.22,13.0,5.04,4.92,4.14,3.22,0.98,9.78,4.06,0.415,31.738
Detlef Schrempf,36.0,SEA,50,35.292,35:17,0.472,0.823,0.395,15.04,7.4,3.68,1.786,0.82,0.52,67,1.34,1.54,5.86,2.06,3.04,10.98,5.18,4.86,4.0,1.72,0.68,9.26,4.5,0.486,31.4
Tom Gugliotta,29.0,PHX,43,36.326,36:19,0.483,0.794,0.286,16.953,8.86,2.814,1.375,1.372,0.488,80,1.86,3.047,5.814,2.047,2.581,13.326,6.442,5.07,4.023,0.163,0.047,13.163,6.395,0.486,35.342
Rik Smits,32.0,IND,49,25.968,25:58,0.49,0.818,0.0,14.857,5.612,1.061,0.693,0.367,1.061,70,1.429,1.49,4.122,1.531,3.245,12.918,6.327,2.694,2.204,0.041,0.0,12.878,6.327,0.491,25.939
Scottie Pippen,33.0,HOU,50,40.265,40:15,0.432,0.721,0.34,14.52,6.46,5.86,1.843,1.96,0.74,135,2.7,1.26,5.2,3.18,2.36,12.08,5.22,3.66,2.64,4.24,1.44,7.84,3.78,0.482,35.982
Gary Trent,24.0,DAL,45,30.229,30:13,0.477,0.617,0.0,15.978,7.8,1.711,1.167,0.644,0.511,52,1.156,2.822,4.978,1.467,2.711,13.378,6.378,5.222,3.222,0.111,0.0,13.267,6.378,0.481,29.904
Vlade Divac,31.0,SAC,50,35.124,35:07,0.47,0.702,0.256,14.28,10.02,4.3,1.641,0.88,1.02,95,1.9,2.8,7.22,2.62,3.32,11.14,5.24,5.1,3.58,0.86,0.22,10.28,5.02,0.488,35.834
David Wesley,28.0,CHH,50,36.87,36:52,0.446,0.832,0.359,14.12,3.22,6.44,2.268,2.0,0.2,110,2.2,0.46,2.76,2.84,2.6,10.9,4.86,3.82,3.18,3.4,1.22,7.5,3.64,0.485,31.404
Nick Anderson,31.0,ORL,47,33.608,33:36,0.395,0.611,0.347,14.915,5.894,1.936,1.096,1.362,0.319,79,1.681,1.085,4.809,1.766,1.532,13.617,5.383,3.447,2.106,5.894,2.043,7.723,3.34,0.433,28.168
Ron Mercer,23.0,BOS,41,37.876,37:52,0.431,0.79,0.167,17.024,3.78,2.537,1.169,1.634,0.293,79,1.927,0.902,2.878,2.171,1.976,17.244,7.439,2.561,2.024,0.732,0.122,16.512,7.317,0.443,28.976
Rod Strickland,32.0,WAS,44,37.13,37:07,0.416,0.746,0.286,15.682,4.818,9.864,3.056,1.727,0.114,81,1.841,1.273,3.545,3.227,2.068,13.705,5.705,5.364,4.0,0.955,0.273,12.75,5.432,0.426,38.555
John Starks,33.0,GSW,50,33.706,33:42,0.37,0.74,0.29,13.8,3.26,4.7,2.831,1.38,0.1,74,1.48,0.66,2.6,1.66,2.7,14.56,5.38,2.0,1.48,5.38,1.56,9.18,3.82,0.416,27.542
Darrell Armstrong,31.0,ORL,50,30.07,30:04,0.441,0.904,0.365,13.8,3.6,6.7,2.12,2.16,0.08,112,2.24,1.06,2.54,3.16,1.8,10.44,4.6,3.56,3.22,3.78,1.38,6.66,3.22,0.483,31.73
Juwan Howard,26.0,WAS,36,39.834,39:50,0.474,0.753,0.0,19.0,8.167,2.972,1.126,1.167,0.389,56,1.556,2.528,5.639,2.639,3.611,16.806,7.972,4.056,3.056,0.083,0.0,16.722,7.972,0.477,35.286
Charles Barkley,36.0,HOU,42,36.254,36:15,0.478,0.719,0.16,16.095,12.286,4.571,1.92,1.024,0.31,56,1.333,3.976,8.31,2.381,2.119,11.952,5.714,6.357,4.571,0.595,0.095,11.357,5.619,0.495,39.314
Matt Geiger,29.0,PHI,50,30.788,30:47,0.479,0.797,0.2,13.48,7.24,1.16,0.574,0.78,0.8,79,1.58,2.74,4.5,2.02,3.14,11.1,5.32,3.54,2.82,0.1,0.02,11.0,5.3,0.482,26.628
Steven Smith,30.0,ATL,36,36.468,36:28,0.402,0.849,0.338,18.667,4.194,3.278,1.192,1.0,0.306,47,1.306,1.389,2.806,2.75,2.778,15.0,6.028,6.25,5.306,3.861,1.306,11.139,4.722,0.424,29.783
Mike Bibby,21.0,VAN,50,35.117,35:07,0.43,0.751,0.203,13.24,2.72,6.5,2.226,1.56,0.1,83,1.66,0.6,2.12,2.92,2.44,12.1,5.2,3.38,2.54,1.48,0.3,10.62,4.9,0.461,28.314
Corliss Williamson,25.0,SAC,50,27.509,27:30,0.485,0.638,0.2,13.18,4.12,1.32,0.88,0.6,0.16,38,0.76,1.7,2.42,1.5,2.36,11.1,5.38,3.76,2.4,0.1,0.02,11.0,5.36,0.487,20.884
Patrick Ewing,36.0,NYK,38,34.222,34:13,0.435,0.706,0.0,17.289,9.921,1.132,0.434,0.789,2.632,130,3.421,1.947,7.974,2.605,2.763,14.947,6.5,6.079,4.289,0.053,0.0,14.895,6.5,0.436,38.55
Isaiah Rider,28.0,POR,47,29.417,29:25,0.412,0.755,0.378,13.851,4.17,2.213,1.095,0.532,0.191,34,0.723,1.255,2.915,2.021,2.128,12.872,5.298,3.128,2.362,2.362,0.894,10.511,4.404,0.419,22.323
Jason Williams,23.0,SAC,50,36.124,36:07,0.374,0.752,0.31,12.82,3.06,5.98,2.091,1.9,0.02,96,1.92,0.28,2.78,2.86,1.82,12.34,4.62,2.1,1.58,6.46,2.0,5.88,2.62,0.446,28.362
Mookie Blaylock,32.0,ATL,48,36.714,36:42,0.379,0.758,0.307,13.333,4.667,5.792,2.417,2.062,0.188,108,2.25,0.938,3.729,2.396,1.271,13.562,5.146,1.896,1.438,5.229,1.604,8.333,3.542,0.425,31.975
Damon Stoudamire,25.0,POR,50,33.491,33:29,0.396,0.73,0.31,12.62,3.34,6.24,2.836,0.98,0.08,53,1.06,0.82,2.52,2.2,1.62,12.58,4.98,2.44,1.78,2.84,0.88,9.74,4.1,0.421,26.968
Rasheed Wallace,24.0,POR,49,28.86,28:51,0.508,0.732,0.419,12.816,4.918,1.224,0.75,0.98,1.102,102,2.082,1.163,3.755,1.633,3.571,9.714,4.939,3.653,2.673,0.633,0.265,9.082,4.673,0.515,25.167
Chauncey Billups,22.0,DEN,45,33.129,33:07,0.386,0.913,0.362,13.867,2.133,3.844,1.765,1.289,0.311,72,1.6,0.533,1.6,2.178,2.556,11.0,4.244,3.822,3.489,5.222,1.889,5.778,2.356,0.408,24.816
Bryon Russell,28.0,UTA,50,35.338,35:20,0.464,0.795,0.354,12.44,5.32,1.48,0.974,1.52,0.3,91,1.82,1.3,4.02,1.52,3.08,9.36,4.34,3.42,2.72,2.94,1.04,6.42,3.3,0.514,24.984
Elden Campbell,30.0,CHH,49,29.77,29:46,0.477,0.639,0.0,12.571,8.102,1.408,0.862,0.796,1.49,112,2.286,2.571,5.531,1.633,3.245,9.49,4.531,5.49,3.51,0.02,0.0,9.469,4.531,0.478,29.631
Bobby Phills,29.0,CHH,43,36.644,36:38,0.433,0.685,0.395,14.256,4.047,3.465,1.62,1.395,0.581,85,1.977,0.907,3.14,2.14,2.884,11.558,5.0,3.907,2.674,4.0,1.581,7.558,3.419,0.452,28.1
Lamond Murray,26.0,LAC,50,26.292,26:17,0.391,0.803,0.33,12.24,3.9,1.22,0.616,1.16,0.4,78,1.56,1.18,2.72,1.98,2.14,11.56,4.52,3.14,2.52,2.06,0.68,9.5,3.84,0.404,21.45
Jerry Stackhouse,24.0,DET,42,28.306,28:18,0.371,0.85,0.278,14.452,2.548,2.81,0.975,0.81,0.452,53,1.262,0.619,1.929,2.881,1.881,11.619,4.31,5.881,5.0,3.0,0.833,8.619,3.476,0.403,22.629
Arvydas Sabonis,34.0,POR,50,26.979,26:58,0.485,0.771,0.292,12.12,7.86,2.38,1.4,0.68,1.26,97,1.94,1.76,6.1,1.7,2.94,9.56,4.64,3.5,2.7,0.48,0.14,9.08,4.5,0.496,29.242
Latrell Sprewell,28.0,NYK,37,33.425,33:25,0.415,0.812,0.273,16.378,4.216,2.459,1.152,1.243,0.054,48,1.297,1.108,3.108,2.135,1.757,14.0,5.811,5.162,4.189,2.081,0.568,11.919,5.243,0.44,26.884
Kerry Kittles,25.0,NJN,46,34.192,34:11,0.37,0.772,0.316,12.87,4.152,2.522,1.758,1.717,0.565,105,2.283,1.13,3.022,1.435,1.783,13.326,4.935,2.478,1.913,3.435,1.087,9.891,3.848,0.389,27.048
Kendall Gill,31.0,NJN,50,32.152,32:09,0.398,0.683,0.118,11.76,4.88,2.46,1.732,2.68,0.52,160,3.2,1.22,3.66,1.42,3.24,11.86,4.72,3.34,2.28,0.34,0.04,11.52,4.68,0.406,29.486
Joe Smith,23.0,MIN,43,33.015,33:00,0.427,0.755,0.0,13.674,8.233,1.581,1.03,0.744,1.535,98,2.279,3.581,4.651,1.535,3.419,12.14,5.186,4.372,3.302,0.07,0.0,12.07,5.186,0.43,31.228
Jeff Hornacek,36.0,UTA,48,29.9,29:54,0.477,0.893,0.42,12.229,3.333,4.0,2.341,1.083,0.292,66,1.375,0.688,2.646,1.708,1.979,9.354,4.458,2.917,2.604,1.688,0.708,7.667,3.75,0.489,24.646
Larry Johnson,30.0,NYK,49,33.455,33:27,0.459,0.817,0.359,11.98,5.796,2.429,1.337,0.694,0.204,44,0.898,1.857,3.939,1.816,3.0,9.347,4.286,3.347,2.735,1.878,0.673,7.469,3.612,0.484,23.455
Lindsey Hunter,28.0,DET,49,35.799,35:47,0.435,0.753,0.386,11.878,3.429,3.939,2.098,1.755,0.163,94,1.918,0.531,2.898,1.878,2.571,10.694,4.653,1.816,1.367,3.122,1.204,7.571,3.449,0.456,25.778
P.J. Brown,29.0,MIA,50,32.238,32:14,0.48,0.774,,11.42,6.92,1.32,0.957,0.92,0.96,94,1.88,2.3,4.62,1.38,3.32,9.54,4.58,2.92,2.26,0.0,0.0,9.54,4.58,0.48,25.964
Sam Mitchell,35.0,MIN,50,26.911,26:54,0.408,0.764,0.237,11.22,3.64,1.96,2.882,0.7,0.32,51,1.02,1.1,2.54,0.68,2.22,10.44,4.26,3.3,2.52,0.76,0.18,9.68,4.08,0.421,20.908
Sean Elliott,31.0,SAS,50,30.226,30:13,0.41,0.757,0.328,11.22,4.26,2.34,1.648,0.52,0.34,43,0.86,0.7,3.56,1.42,2.08,10.14,4.16,2.8,2.12,2.38,0.78,7.76,3.38,0.436,21.002
Theo Ratliff,26.0,PHI,50,32.527,32:31,0.47,0.725,,11.2,8.14,0.6,0.326,0.9,2.98,194,3.88,2.78,5.36,1.84,3.6,8.38,3.94,4.58,3.32,0.0,0.0,8.38,3.94,0.47,31.668
Otis Thorpe,36.0,WAS,49,31.402,31:24,0.545,0.698,0.0,11.306,6.816,2.061,1.148,0.857,0.388,61,1.245,1.959,4.857,1.796,4.0,8.98,4.898,2.163,1.51,0.041,0.0,8.939,4.898,0.548,24.516
John Stockton,37.0,UTA,50,28.158,28:09,0.488,0.811,0.32,11.06,2.92,7.48,3.4,1.62,0.26,94,1.88,0.62,2.3,2.2,2.14,8.2,4.0,3.38,2.74,1.0,0.32,7.2,3.68,0.511,29.224
Brian Grant,27.0,POR,48,31.747,31:44,0.479,0.814,,11.458,9.792,1.396,0.698,0.438,0.708,55,1.146,3.604,6.188,2.0,2.833,7.958,3.812,4.708,3.833,0.0,0.0,7.958,3.812,0.479,26.74
Danny Fortson,23.0,DEN,50,28.434,28:26,0.495,0.727,0.0,11.0,11.62,0.64,0.416,0.62,0.44,53,1.06,4.2,7.42,1.54,4.24,7.72,3.82,4.62,3.36,0.06,0.0,7.66,3.82,0.499,27.544
Dee Brown,30.0,TOR,49,28.161,28:09,0.378,0.727,0.387,11.204,2.102,2.918,1.788,1.143,0.163,64,1.306,0.306,1.796,1.633,1.551,10.102,3.816,1.122,0.816,7.122,2.755,2.98,1.061,0.356,20.39
Michael Dickerson,24.0,HOU,50,31.127,31:07,0.465,0.639,0.433,10.94,1.66,1.9,1.439,0.54,0.22,38,0.76,0.52,1.14,1.32,1.8,9.24,4.3,1.44,0.92,3.28,1.42,5.96,2.88,0.483,16.742
Jalen Rose,26.0,IND,49,25.282,25:16,0.403,0.791,0.262,11.061,3.143,1.898,1.292,1.02,0.306,65,1.327,0.694,2.449,1.469,2.612,10.122,4.082,3.224,2.551,1.327,0.347,8.796,3.735,0.425,20.19
Dikembe Mutombo,33.0,ATL,50,36.556,36:33,0.512,0.684,,10.82,12.2,1.14,0.606,0.32,2.94,163,3.26,3.84,8.36,1.88,2.9,6.76,3.46,5.7,3.9,0.0,0.0,6.76,3.46,0.512,35.07
Donyell Marshall,26.0,GSW,48,26.031,26:01,0.421,0.727,0.361,11.042,7.125,1.375,0.825,0.979,0.771,84,1.75,2.396,4.729,1.667,2.562,10.292,4.333,2.521,1.833,1.5,0.542,8.792,3.792,0.431,25.238
Terry Porter,36.0,MIA,50,27.325,27:19,0.465,0.831,0.411,10.5,2.8,2.92,1.973,0.96,0.22,59,1.18,0.26,2.54,1.48,1.94,7.4,3.44,2.96,2.46,2.82,1.16,4.58,2.28,0.498,20.3
Hersey Hawkins,32.0,SEA,50,32.894,32:53,0.419,0.902,0.306,10.32,4.02,2.46,1.538,1.6,0.36,98,1.96,1.02,3.0,1.6,1.8,8.16,3.42,2.64,2.38,3.6,1.1,4.56,2.32,0.509,23.114
Eric Piatkowski,28.0,LAC,49,25.312,25:18,0.432,0.863,0.394,10.469,2.857,1.082,1.0,0.898,0.122,50,1.02,0.796,2.061,1.082,1.755,8.51,3.673,2.082,1.796,3.367,1.327,5.143,2.347,0.456,17.5
Bison Dele,30.0,DET,49,24.049,24:02,0.501,0.686,0.0,10.469,5.551,1.449,0.64,0.776,0.816,78,1.592,1.878,3.673,2.265,3.694,8.796,4.408,2.408,1.653,0.02,0.0,8.776,4.408,0.502,21.814
Chris Mullin,35.0,IND,50,23.55,23:33,0.477,0.87,0.465,10.14,3.2,1.62,1.35,0.94,0.26,60,1.2,0.5,2.7,1.2,2.02,7.42,3.54,1.84,1.6,3.14,1.46,4.28,2.08,0.486,18.81
Kevin Willis,36.0,TOR,42,28.978,28:58,0.418,0.839,0.0,12.0,8.333,1.595,0.779,0.667,0.667,56,1.333,2.595,5.738,2.048,3.19,10.643,4.452,3.69,3.095,0.048,0.0,10.595,4.452,0.42,26.345
Tyrone Nesby,23.0,LAC,50,25.729,25:43,0.449,0.782,0.365,10.06,3.5,1.64,1.547,1.54,0.4,97,1.94,1.14,2.36,1.06,2.86,8.1,3.64,2.66,2.08,1.92,0.7,6.18,2.94,0.476,21.48
Wesley Person,28.0,CLE,45,29.848,29:50,0.453,0.604,0.375,11.178,3.156,1.778,1.951,0.822,0.356,53,1.178,0.422,2.733,0.911,1.156,9.711,4.4,1.178,0.711,4.444,1.667,5.267,2.733,0.519,20.253
Terrell Brandon,29.0,MIN,36,33.855,33:51,0.418,0.833,0.255,13.917,3.722,8.583,4.176,1.75,0.278,73,2.028,0.75,2.972,2.056,2.278,14.083,5.889,2.167,1.806,1.306,0.333,12.778,5.556,0.435,35.286
Vitaly Potapenko,24.0,BOS,50,27.897,27:53,0.495,0.587,0.0,9.98,6.64,1.5,0.75,0.7,0.72,71,1.42,2.28,4.36,2.0,3.38,8.24,4.08,3.1,1.82,0.02,0.0,8.22,4.08,0.496,22.458
Dale Ellis,38.0,SEA,48,25.705,25:42,0.441,0.757,0.433,10.312,2.396,0.792,0.844,0.521,0.062,28,0.583,0.521,1.875,0.938,1.604,8.229,3.625,1.458,1.104,4.521,1.958,3.708,1.667,0.449,15.188
Vernon Maxwell,33.0,SAC,46,21.916,21:54,0.39,0.737,0.346,10.696,1.848,1.652,1.134,0.652,0.065,33,0.717,0.283,1.565,1.457,2.435,9.152,3.565,2.478,1.826,5.022,1.739,4.13,1.826,0.442,16.087
Grant Long,33.0,ATL,50,27.604,27:36,0.421,0.783,0.167,9.78,5.92,1.06,0.716,1.14,0.32,73,1.46,2.0,3.92,1.48,2.86,7.18,3.02,4.7,3.68,0.36,0.06,6.82,2.96,0.434,21.374
Cuttino Mobley,23.0,HOU,49,29.725,29:43,0.425,0.818,0.358,9.939,2.265,2.469,1.532,0.898,0.469,67,1.367,0.449,1.816,1.612,2.0,8.265,3.51,2.245,1.837,3.02,1.082,5.245,2.429,0.463,18.851
Avery Johnson,34.0,SAS,50,33.467,33:28,0.473,0.568,0.083,9.74,2.36,7.38,3.295,1.02,0.22,62,1.24,0.44,1.92,2.24,2.02,9.22,4.36,1.76,1.0,0.24,0.02,8.98,4.34,0.483,25.122
Derrick Coleman,32.0,CHH,37,31.861,31:51,0.414,0.753,0.212,13.135,8.865,2.108,0.867,0.649,1.135,66,1.784,2.054,6.811,2.432,2.595,10.973,4.541,5.135,3.865,0.892,0.189,10.081,4.351,0.432,29.854
Chris Mills,29.0,GSW,47,29.704,29:42,0.411,0.823,0.278,10.277,5.043,2.191,1.776,0.83,0.298,53,1.128,1.043,4.0,1.234,2.66,9.638,3.957,2.043,1.681,2.447,0.681,7.191,3.277,0.456,21.764
Tony Massenburg,31.0,VAN,43,26.681,26:40,0.487,0.665,0.0,11.186,5.977,0.535,0.359,0.605,0.907,65,1.512,1.93,4.047,1.488,2.512,9.023,4.395,3.605,2.395,0.047,0.0,8.977,4.395,0.49,22.207
Ike Austin,29.0,ORL,49,25.66,25:39,0.408,0.669,0.286,9.735,4.837,1.816,0.781,0.959,0.714,82,1.673,1.694,3.143,2.327,2.551,9.245,3.776,3.204,2.143,0.143,0.041,9.102,3.735,0.41,20.957
Alan Henderson,26.0,ATL,38,30.043,30:02,0.442,0.671,0.0,12.474,6.579,0.711,0.466,0.868,0.5,52,1.368,2.632,3.947,1.526,2.526,11.132,4.921,3.921,2.632,0.026,0.0,11.105,4.921,0.443,24.013
Sam Mack,29.0,HOU,44,24.631,24:37,0.435,0.879,0.397,10.727,2.159,1.25,1.667,0.795,0.091,39,0.886,0.318,1.841,0.75,2.136,8.727,3.795,1.318,1.159,4.977,1.977,3.75,1.818,0.485,17.102
Glen Rice,32.0,LAL,27,36.491,36:29,0.432,0.856,0.393,17.481,3.667,2.63,1.578,0.63,0.222,23,0.852,0.333,3.333,1.667,2.481,14.667,6.333,3.333,2.852,5.0,1.963,9.667,4.37,0.452,26.715
Vin Baker,27.0,SEA,34,34.184,34:11,0.453,0.45,0.0,13.765,6.206,1.647,0.737,0.941,1.0,66,1.941,2.529,3.676,2.235,3.559,12.853,5.824,4.706,2.118,0.088,0.0,12.765,5.824,0.456,27.271
