PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
Tobias Harris,22.0,ORL,68,34.84,34:50,0.466,0.788,0.364,17.118,6.324,1.824,1.078,1.015,0.529,105,1.544,1.074,5.25,1.691,1.971,13.956,6.5,3.603,2.838,3.515,1.279,10.441,5.221,0.5,30.382
Enes Freedom,23.0,OKC,75,28.475,28:28,0.519,0.782,0.356,15.507,8.947,0.733,0.379,0.48,0.387,65,0.867,3.693,5.253,1.933,2.52,12.373,6.427,3.12,2.44,0.6,0.213,11.773,6.213,0.528,28.009
Jeff Teague,27.0,ATL,73,30.519,30:31,0.46,0.862,0.343,15.918,2.521,7.027,2.502,1.712,0.425,156,2.137,0.411,2.11,2.808,1.904,12.151,5.589,4.37,3.767,2.836,0.973,9.315,4.616,0.496,33.086
Al Horford,29.0,ATL,76,30.502,30:30,0.538,0.759,0.306,15.211,7.158,3.211,2.44,0.895,1.289,166,2.184,1.724,5.434,1.316,1.592,12.697,6.829,1.855,1.408,0.474,0.145,12.224,6.684,0.547,33.853
Joe Johnson,34.0,BKN,80,34.886,34:53,0.435,0.801,0.359,14.425,4.8,3.65,2.131,0.738,0.175,73,0.912,0.662,4.138,1.712,1.5,12.812,5.575,2.2,1.762,4.212,1.512,8.6,4.062,0.472,26.685
Zach Randolph,33.0,MEM,71,32.445,32:26,0.487,0.765,0.35,16.099,10.521,2.155,0.981,0.972,0.197,83,1.169,3.169,7.352,2.197,2.465,13.127,6.394,4.197,3.211,0.282,0.099,12.845,6.296,0.49,33.266
Ty Lawson,27.0,DEN,75,35.539,35:32,0.436,0.73,0.341,15.24,3.12,9.6,3.892,1.227,0.12,101,1.347,0.56,2.56,2.467,1.707,12.347,5.387,4.84,3.533,2.733,0.933,9.613,4.453,0.463,34.957
Andre Drummond,21.0,DET,82,30.51,30:30,0.514,0.389,0.0,13.78,13.463,0.671,0.458,0.89,1.866,226,2.756,5.329,8.134,1.463,3.476,11.72,6.024,4.451,1.732,0.024,0.0,11.695,6.024,0.515,37.748
Reggie Jackson,25.0,DET,77,29.458,29:27,0.434,0.83,0.299,14.506,4.247,6.0,2.484,0.805,0.117,71,0.922,0.727,3.519,2.416,2.169,12.935,5.61,2.831,2.351,3.13,0.935,9.805,4.675,0.477,28.953
Mike Conley,27.0,MEM,70,31.786,31:47,0.446,0.859,0.386,15.814,2.986,5.357,2.404,1.271,0.2,103,1.471,0.414,2.571,2.229,1.986,12.6,5.614,3.557,3.057,3.957,1.529,8.643,4.086,0.473,29.619
Isaiah Thomas,26.0,BOS,67,25.762,25:45,0.421,0.868,0.373,16.433,2.284,4.239,1.986,0.851,0.075,62,0.925,0.493,1.791,2.134,2.239,11.881,5.0,5.194,4.507,5.164,1.925,6.716,3.075,0.458,26.173
Greg Monroe,25.0,DET,69,30.974,30:58,0.496,0.75,,15.913,10.203,2.058,0.953,1.13,0.493,112,1.623,3.319,6.884,2.159,2.145,12.362,6.13,4.87,3.652,0.0,0.0,12.362,6.13,0.496,33.954
Wilson Chandler,28.0,DEN,78,31.681,31:40,0.429,0.775,0.342,13.91,6.09,1.718,1.218,0.744,0.372,87,1.115,1.231,4.859,1.41,2.962,12.5,5.359,1.821,1.41,5.205,1.782,7.295,3.577,0.49,25.731
Al Jefferson,30.0,CHA,65,30.643,30:38,0.481,0.655,0.4,16.646,8.431,1.738,1.662,0.723,1.292,131,2.015,1.523,6.908,1.046,2.138,15.538,7.477,2.538,1.662,0.077,0.031,15.462,7.446,0.482,34.371
Kemba Walker,25.0,CHA,62,34.171,34:10,0.385,0.827,0.304,17.339,3.548,5.129,3.18,1.435,0.5,120,1.935,0.565,2.984,1.613,1.484,15.823,6.097,4.565,3.774,4.516,1.371,11.306,4.726,0.418,33.484
Avery Bradley,24.0,BOS,77,31.527,31:31,0.428,0.79,0.352,13.909,3.13,1.753,1.239,1.065,0.195,97,1.26,0.597,2.532,1.416,2.299,13.156,5.636,1.299,1.026,4.571,1.61,8.584,4.026,0.469,22.658
Thaddeus Young,27.0,BKN,76,32.026,32:01,0.466,0.655,0.33,14.092,5.408,2.276,1.479,1.632,0.329,149,1.961,1.671,3.737,1.539,2.25,12.737,5.934,2.632,1.724,1.513,0.5,11.224,5.434,0.484,28.338
Brandon Knight,23.0,PHX,63,32.305,32:18,0.422,0.874,0.389,16.984,3.873,5.238,1.746,1.429,0.159,100,1.587,0.444,3.429,3.0,1.81,14.095,5.952,3.54,3.095,5.095,1.984,9.0,3.968,0.441,31.251
Tim Duncan,39.0,SAS,77,28.92,28:55,0.512,0.74,0.286,13.896,9.143,2.987,1.756,0.818,1.961,214,2.779,2.208,6.935,1.701,2.143,10.636,5.442,4.039,2.987,0.091,0.026,10.545,5.416,0.514,35.984
Kawhi Leonard,24.0,SAS,64,31.764,31:45,0.479,0.802,0.349,16.516,7.203,2.516,1.66,2.312,0.75,196,3.062,1.328,5.875,1.516,2.0,12.844,6.156,3.938,3.156,3.0,1.047,9.844,5.109,0.519,36.605
Khris Middleton,23.0,MIL,79,30.103,30:06,0.467,0.859,0.407,13.354,4.392,2.304,1.611,1.544,0.139,133,1.684,0.608,3.785,1.43,2.316,11.0,5.139,1.975,1.696,3.392,1.38,7.608,3.759,0.494,25.701
Trevor Ariza,29.0,HOU,82,35.733,35:43,0.402,0.853,0.35,12.78,5.598,2.549,1.482,1.854,0.207,169,2.061,0.939,4.659,1.72,2.268,11.098,4.463,1.744,1.488,6.768,2.366,4.329,2.098,0.485,27.784
Kentavious Caldwell-Pope,22.0,DET,82,31.546,31:32,0.401,0.696,0.345,12.72,3.11,1.329,1.16,1.134,0.22,111,1.354,0.561,2.549,1.146,1.963,11.854,4.756,1.927,1.341,5.415,1.866,6.439,2.89,0.449,21.36
Chandler Parsons,26.0,DAL,66,33.124,33:07,0.462,0.72,0.38,15.712,4.894,2.439,1.677,1.045,0.288,88,1.333,0.97,3.924,1.455,2.121,12.561,5.803,2.924,2.106,5.258,2.0,7.303,3.803,0.521,27.789
Arron Afflalo,29.0,POR,78,32.071,32:04,0.424,0.843,0.354,13.269,3.167,1.654,1.112,0.526,0.09,48,0.615,0.346,2.821,1.487,2.141,11.333,4.808,2.538,2.141,4.269,1.513,7.064,3.295,0.466,19.909
Giannis Antetokounmpo,20.0,MIL,81,31.365,31:21,0.491,0.741,0.159,12.716,6.691,2.556,1.197,0.901,1.049,158,1.951,1.235,5.457,2.136,3.136,9.63,4.728,4.284,3.173,0.543,0.086,9.086,4.642,0.511,28.295
Josh Smith,29.0,HOU,83,27.717,27:43,0.419,0.498,0.316,12.373,6.386,3.337,1.345,1.048,1.398,203,2.446,1.831,4.554,2.482,2.747,11.892,4.988,3.072,1.53,2.747,0.867,9.145,4.12,0.451,29.898
Jamal Crawford,35.0,LAC,64,26.61,26:36,0.396,0.901,0.327,15.781,1.938,2.469,1.717,0.922,0.219,73,1.141,0.281,1.656,1.438,1.688,13.109,5.188,3.938,3.547,5.688,1.859,7.422,3.328,0.448,23.794
Luol Deng,30.0,MIA,72,33.619,33:37,0.469,0.761,0.355,13.986,5.222,1.931,1.287,0.903,0.306,87,1.208,1.431,3.792,1.5,1.514,10.931,5.125,3.486,2.653,3.056,1.083,7.875,4.042,0.513,25.274
Marcin Gortat,31.0,WAS,82,29.911,29:54,0.566,0.703,0.0,12.207,8.744,1.183,0.97,0.598,1.341,159,1.939,2.195,6.549,1.22,2.329,9.451,5.354,2.134,1.5,0.037,0.0,9.415,5.354,0.569,29.072
Ben McLemore,22.0,SAC,82,32.562,32:33,0.437,0.812,0.358,12.146,2.939,1.707,1.014,0.939,0.232,96,1.171,0.378,2.561,1.683,2.671,10.134,4.427,1.951,1.585,4.768,1.707,5.366,2.72,0.507,20.063
Tony Parker,33.0,SAS,68,28.715,28:42,0.486,0.783,0.427,14.353,1.897,4.926,2.295,0.647,0.029,46,0.676,0.221,1.676,2.147,1.588,12.235,5.941,2.441,1.912,1.309,0.559,10.926,5.382,0.493,23.901
Trey Burke,22.0,UTA,76,30.103,30:06,0.368,0.752,0.318,12.803,2.684,4.316,2.645,0.855,0.197,80,1.053,0.408,2.276,1.632,1.566,13.224,4.868,1.908,1.434,5.132,1.632,8.092,3.237,0.4,24.024
Gerald Henderson,27.0,CHA,80,28.938,28:56,0.437,0.848,0.331,12.112,3.412,2.575,1.873,0.638,0.275,73,0.912,0.45,2.962,1.375,1.688,10.588,4.625,2.712,2.3,1.7,0.562,8.888,4.062,0.457,21.432
Carmelo Anthony,31.0,NYK,40,35.691,35:41,0.444,0.797,0.341,24.15,6.6,3.05,1.371,1.0,0.425,57,1.425,1.8,4.8,2.225,2.175,20.15,8.95,5.925,4.725,4.475,1.525,15.675,7.425,0.474,38.695
Michael Carter-Williams,23.0,MIL,66,32.575,32:34,0.396,0.694,0.235,14.636,5.348,6.697,1.747,1.682,0.455,141,2.136,0.97,4.379,3.833,2.53,13.924,5.515,4.409,3.061,2.318,0.545,11.606,4.97,0.428,33.676
Mo Williams,32.0,CHA,68,29.12,29:07,0.397,0.872,0.342,14.176,2.559,6.235,2.465,0.676,0.206,60,0.882,0.324,2.235,2.529,2.382,12.647,5.015,2.75,2.397,5.118,1.75,7.529,3.265,0.434,26.718
Jonas Valančiūnas,23.0,TOR,80,26.199,26:11,0.572,0.786,0.0,12.038,8.662,0.488,0.358,0.412,1.188,128,1.6,2.688,5.975,1.362,2.775,8.15,4.662,3.45,2.712,0.012,0.0,8.137,4.662,0.573,26.601
Bradley Beal,22.0,WAS,63,33.451,33:27,0.427,0.783,0.409,15.27,3.825,3.079,1.577,1.206,0.286,94,1.492,0.905,2.921,1.952,2.159,13.508,5.762,2.635,2.063,4.111,1.683,9.397,4.079,0.434,27.003
Jarrett Jack,31.0,BKN,80,28.011,28:00,0.439,0.881,0.267,11.962,3.062,4.662,1.953,0.938,0.162,88,1.1,0.238,2.825,2.388,1.788,10.212,4.488,2.838,2.5,1.825,0.488,8.388,4.0,0.477,23.544
Wesley Matthews,28.0,POR,60,33.736,33:44,0.448,0.752,0.389,15.933,3.7,2.317,1.716,1.283,0.167,87,1.45,0.633,3.067,1.35,2.2,12.533,5.617,2.417,1.817,7.417,2.883,5.117,2.733,0.534,26.848
Aaron Brooks,30.0,CHI,82,22.983,22:58,0.421,0.833,0.387,11.634,2.024,3.183,1.662,0.659,0.183,69,0.841,0.39,1.634,1.915,2.305,9.963,4.195,2.122,1.768,3.817,1.476,6.146,2.72,0.442,19.448
Kenneth Faried,25.0,DEN,75,27.812,27:48,0.507,0.691,0.125,12.613,8.907,1.187,0.754,0.827,0.76,119,1.587,3.227,5.68,1.573,2.813,9.813,4.973,3.84,2.653,0.107,0.013,9.707,4.96,0.511,28.268
Danny Green,28.0,SAS,81,28.537,28:32,0.436,0.874,0.418,11.679,4.235,1.951,1.699,1.247,1.074,188,2.321,0.667,3.568,1.148,2.012,9.111,3.975,1.568,1.37,5.642,2.358,3.469,1.617,0.466,25.501
DeAndre Jordan,26.0,LAC,82,34.391,34:23,0.71,0.397,0.25,11.537,14.951,0.744,0.56,0.988,2.232,264,3.22,4.841,10.11,1.329,2.988,6.512,4.622,5.744,2.28,0.049,0.012,6.463,4.61,0.713,38.923
Robert Covington,24.0,PHI,70,27.942,27:56,0.396,0.82,0.374,13.471,4.514,1.5,0.82,1.386,0.443,128,1.829,0.929,3.586,1.829,2.7,10.8,4.271,3.1,2.543,6.371,2.386,4.429,1.886,0.426,24.796
CJ Miles,28.0,IND,70,26.301,26:18,0.398,0.807,0.345,13.457,3.057,1.071,1.027,0.857,0.371,86,1.229,0.257,2.8,1.043,1.886,11.814,4.7,2.3,1.857,6.371,2.2,5.443,2.5,0.459,21.376
Dion Waiters,23.0,OKC,80,27.601,27:36,0.396,0.68,0.297,11.75,2.4,2.038,1.442,1.125,0.262,111,1.388,0.512,1.888,1.412,1.938,11.825,4.688,2.15,1.462,3.075,0.912,8.75,3.775,0.431,20.436
Chris Bosh,31.0,MIA,44,35.363,35:21,0.46,0.772,0.375,21.091,7.045,2.159,1.0,0.932,0.568,66,1.5,1.045,6.0,2.159,1.568,16.932,7.795,5.273,4.068,3.818,1.432,13.114,6.364,0.485,35.125
Draymond Green,25.0,GSW,79,31.519,31:31,0.443,0.66,0.337,11.658,8.19,3.684,2.188,1.557,1.253,222,2.81,1.443,6.747,1.684,3.203,9.684,4.291,2.532,1.671,4.165,1.405,5.519,2.886,0.523,33.758
Corey Brewer,29.0,HOU,80,26.092,26:05,0.426,0.743,0.268,11.462,3.712,2.162,1.321,1.425,0.238,133,1.662,1.0,2.712,1.638,2.162,10.062,4.288,2.825,2.1,2.938,0.788,7.125,3.5,0.491,22.511
Serge Ibaka,25.0,OKC,64,33.059,33:03,0.476,0.836,0.376,14.328,7.797,0.859,0.567,0.469,2.422,185,2.891,2.109,5.688,1.516,3.031,12.281,5.844,1.719,1.438,3.203,1.203,9.078,4.641,0.511,32.13
Kyle Korver,34.0,ATL,75,32.237,32:14,0.487,0.898,0.492,12.147,4.053,2.613,1.832,0.693,0.56,94,1.253,0.2,3.853,1.427,1.867,8.0,3.893,1.573,1.413,5.987,2.947,2.013,0.947,0.47,23.264
Derrick Rose,26.0,CHI,51,29.998,29:59,0.405,0.813,0.28,17.725,3.157,4.922,1.559,0.706,0.314,52,1.02,0.686,2.471,3.157,1.235,16.373,6.627,3.667,2.98,5.314,1.49,11.059,5.137,0.465,28.798
Rodney Stuckey,29.0,IND,71,26.387,26:23,0.44,0.819,0.39,12.62,3.493,3.085,1.856,0.789,0.141,66,0.93,0.507,2.986,1.662,1.845,10.62,4.676,3.042,2.493,1.986,0.775,8.634,3.901,0.452,22.565
Gerald Green,29.0,PHX,74,19.543,19:32,0.416,0.825,0.354,11.946,2.514,1.23,0.875,0.568,0.162,54,0.73,0.446,2.068,1.405,1.959,10.514,4.378,1.622,1.338,5.23,1.851,5.284,2.527,0.478,17.591
Deron Williams,31.0,BKN,68,31.089,31:05,0.387,0.834,0.367,13.0,3.485,6.588,2.909,0.941,0.25,81,1.191,0.426,3.059,2.265,2.309,11.338,4.382,3.544,2.956,3.485,1.279,7.853,3.103,0.395,28.374
DeMarre Carroll,28.0,ATL,70,31.265,31:15,0.487,0.702,0.395,12.614,5.314,1.686,1.573,1.343,0.243,111,1.586,1.414,3.9,1.071,2.2,9.329,4.543,2.586,1.814,4.343,1.714,4.986,2.829,0.567,25.206
Paul Pierce,37.0,WAS,73,26.215,26:12,0.447,0.781,0.389,11.89,4.027,1.973,1.565,0.63,0.329,70,0.959,0.616,3.411,1.26,2.192,8.986,4.014,2.877,2.247,4.151,1.616,4.836,2.397,0.496,21.299
Brandon Bass,30.0,BOS,82,23.52,23:31,0.504,0.79,0.281,10.561,4.854,1.268,1.253,0.5,0.39,73,0.89,1.695,3.159,1.012,1.707,8.329,4.195,2.61,2.061,0.39,0.11,7.939,4.085,0.515,19.946
Donatas Motiejunas,24.0,HOU,71,28.69,28:41,0.504,0.602,0.368,12.042,5.93,1.831,1.057,0.789,0.479,90,1.268,1.93,4.0,1.732,2.859,9.859,4.972,2.338,1.408,1.873,0.69,7.986,4.282,0.536,23.975
JR Smith,29.0,CLE,70,29.707,29:42,0.417,0.75,0.383,12.1,3.114,2.786,2.01,1.171,0.314,104,1.486,0.429,2.686,1.386,2.329,10.786,4.5,1.029,0.771,6.086,2.329,4.7,2.171,0.462,23.087
Marcus Morris Sr.,25.0,PHX,81,25.247,25:14,0.434,0.628,0.358,10.432,4.753,1.642,1.822,0.778,0.198,79,0.975,0.901,3.852,0.901,2.321,9.42,4.086,1.395,0.877,3.864,1.383,5.556,2.704,0.487,20.623
Jordan Hill,27.0,LAL,70,26.776,26:46,0.459,0.738,0.273,12.014,7.943,1.471,0.972,0.486,0.743,86,1.229,2.486,5.457,1.514,2.343,11.1,5.1,2.4,1.771,0.157,0.043,10.943,5.057,0.462,25.924
Carlos Boozer,33.0,LAL,71,23.827,23:49,0.499,0.627,,11.775,6.789,1.338,1.033,0.577,0.169,53,0.746,1.563,5.225,1.296,2.592,10.465,5.225,2.113,1.324,0.0,0.0,10.465,5.225,0.499,22.872
Ryan Anderson,27.0,NOP,61,27.453,27:27,0.399,0.854,0.34,13.656,4.836,0.902,0.887,0.541,0.328,53,0.869,1.77,3.066,1.016,1.852,11.951,4.77,2.475,2.115,5.885,2.0,6.066,2.77,0.457,22.402
Tyler Zeller,25.0,BOS,82,21.107,21:06,0.549,0.823,,10.159,5.671,1.378,1.487,0.22,0.634,70,0.854,1.78,3.89,0.927,2.5,7.549,4.146,2.268,1.866,0.0,0.0,7.549,4.146,0.549,20.665
Nikola Mirotic,24.0,CHI,82,20.172,20:10,0.405,0.803,0.316,10.159,4.927,1.183,1.09,0.659,0.659,108,1.317,0.768,4.159,1.085,2.098,7.61,3.085,3.463,2.78,3.817,1.207,3.793,1.878,0.495,20.711
Jeremy Lin,26.0,LAL,74,25.767,25:46,0.424,0.795,0.369,11.243,2.649,4.581,2.042,1.108,0.432,114,1.541,0.351,2.297,2.243,2.554,8.838,3.743,3.622,2.878,2.378,0.878,6.459,2.865,0.444,23.672
Harrison Barnes,23.0,GSW,82,28.272,28:16,0.482,0.72,0.405,10.085,5.524,1.415,1.634,0.744,0.232,80,0.976,1.427,4.098,0.866,1.78,8.0,3.854,1.829,1.317,2.622,1.061,5.378,2.793,0.519,20.898
Eric Gordon,26.0,NOP,61,33.084,33:05,0.411,0.805,0.448,13.41,2.607,3.754,1.877,0.82,0.23,64,1.049,0.459,2.148,2.0,2.377,11.377,4.672,2.18,1.754,5.164,2.311,6.213,2.361,0.38,23.316
Mario Chalmers,29.0,MIA,80,29.604,29:36,0.403,0.774,0.294,10.162,2.575,3.838,1.775,1.525,0.125,132,1.65,0.3,2.275,2.162,3.138,8.288,3.338,3.325,2.575,3.1,0.912,5.188,2.425,0.467,21.796
