PLAYER_NAME,AGE,TEAM_ABBREVIATION,GP,MPG,clock,FG%,FT%,3P%,PPG,RPG,APG,AST_TO,SPG,BPG,STOCKS,STOCKS_PG,OREB_PG,DREB_PG,TOV_PG,PF_PG,FGA_PG,FGM_PG,FTA_PG,FTM_PG,3PA_PG,3PM_PG,2PA_PG,2PM_PG,2P%,NBA_FANTASY_PTS_PG
Lou Williams,33.0,LAC,65,28.672,28:40,0.418,0.861,0.352,18.231,3.092,5.615,2.005,0.662,0.185,55,0.846,0.477,2.615,2.8,1.231,14.4,6.015,5.215,4.492,4.846,1.708,9.554,4.308,0.451,30.103
Dillon Brooks,24.0,MEM,73,28.931,28:55,0.407,0.808,0.358,16.178,3.329,2.055,1.21,0.863,0.37,90,1.233,0.932,2.397,1.699,3.808,14.63,5.959,2.781,2.247,5.63,2.014,9.0,3.945,0.438,25.255
Andrew Wiggins,25.0,GSW,54,34.424,34:25,0.447,0.709,0.332,21.759,5.074,3.667,1.5,0.833,0.981,98,1.815,1.222,3.852,2.444,2.352,18.111,8.093,4.963,3.519,6.185,2.056,11.926,6.037,0.506,36.348
Montrezl Harrell,26.0,LAC,63,27.764,27:45,0.58,0.658,0.0,18.619,7.063,1.698,0.991,0.619,1.143,111,1.762,2.587,4.476,1.714,2.317,12.889,7.476,5.571,3.667,0.286,0.0,12.603,7.476,0.593,33.214
Joel Embiid,26.0,PHI,51,29.526,29:31,0.477,0.807,0.331,22.98,11.627,2.98,0.956,0.882,1.275,110,2.157,2.765,8.863,3.118,3.412,15.706,7.49,8.529,6.882,3.373,1.118,12.333,6.373,0.517,44.757
Jrue Holiday,30.0,NOP,61,34.702,34:42,0.455,0.709,0.353,19.131,4.803,6.689,2.217,1.623,0.787,147,2.41,1.262,3.541,3.016,2.377,16.492,7.508,2.984,2.115,5.672,2.0,10.82,5.508,0.509,39.141
Kristaps Porziņģis,24.0,DAL,57,31.821,31:49,0.427,0.799,0.352,20.421,9.474,1.789,1.109,0.719,2.018,156,2.737,1.754,7.719,1.614,3.246,16.351,6.982,4.965,3.965,7.07,2.491,9.281,4.491,0.484,41.07
Danilo Gallinari,31.0,OKC,62,29.579,29:34,0.438,0.893,0.405,18.71,5.194,1.919,1.566,0.677,0.081,47,0.758,0.548,4.645,1.226,1.21,13.177,5.774,4.806,4.29,7.081,2.871,6.097,2.903,0.476,28.869
Jaylen Brown,23.0,BOS,57,33.924,33:55,0.481,0.724,0.382,20.333,6.386,2.07,0.944,1.14,0.351,85,1.491,1.088,5.298,2.193,2.93,15.561,7.491,4.263,3.088,5.93,2.263,9.632,5.228,0.543,33.382
Jimmy Butler III,30.0,MIA,58,33.778,33:46,0.455,0.834,0.244,19.948,6.655,6.034,2.756,1.776,0.552,135,2.328,1.828,4.828,2.19,1.397,13.069,5.948,9.052,7.552,2.052,0.5,11.017,5.448,0.495,41.779
Domantas Sabonis,24.0,IND,62,34.817,34:49,0.54,0.723,0.254,18.5,12.435,5.0,1.824,0.758,0.484,77,1.242,3.048,9.387,2.742,3.145,13.677,7.387,4.774,3.452,1.081,0.274,12.597,7.113,0.565,41.906
Bam Adebayo,22.0,MIA,72,33.569,33:34,0.557,0.691,0.143,15.917,10.208,5.111,1.804,1.139,1.292,175,2.431,2.444,7.764,2.833,2.528,10.972,6.111,5.306,3.667,0.194,0.028,10.778,6.083,0.564,40.292
Devonte' Graham,25.0,CHA,63,35.099,35:05,0.382,0.82,0.373,18.175,3.365,7.476,2.602,0.984,0.238,77,1.222,0.667,2.698,2.873,1.825,15.286,5.841,3.698,3.032,9.286,3.46,6.0,2.381,0.397,34.221
Kemba Walker,30.0,BOS,56,31.114,31:06,0.425,0.864,0.381,20.446,3.875,4.786,2.291,0.857,0.5,76,1.357,0.643,3.232,2.089,1.625,15.875,6.75,4.321,3.732,8.446,3.214,7.429,3.536,0.476,34.257
Terry Rozier,26.0,CHA,63,34.357,34:21,0.423,0.874,0.407,18.0,4.381,4.111,1.837,0.968,0.159,71,1.127,0.794,3.587,2.238,2.0,14.937,6.317,3.016,2.635,6.714,2.73,8.222,3.587,0.436,30.567
Kyle Lowry,34.0,TOR,58,36.178,36:10,0.416,0.857,0.352,19.414,5.034,7.466,2.433,1.414,0.448,108,1.862,0.552,4.483,3.069,3.276,13.845,5.759,5.914,5.069,8.034,2.828,5.81,2.931,0.504,39.171
Tim Hardaway Jr.,28.0,DAL,71,29.456,29:27,0.434,0.819,0.398,15.789,3.268,1.93,1.986,0.577,0.07,46,0.648,0.352,2.915,0.972,1.761,12.451,5.408,2.563,2.099,7.225,2.873,5.225,2.535,0.485,23.576
Jamal Murray,23.0,DEN,59,32.262,32:15,0.456,0.881,0.346,18.492,4.0,4.814,2.236,1.136,0.288,84,1.424,0.763,3.237,2.153,1.729,15.153,6.915,3.136,2.763,5.492,1.898,9.661,5.017,0.519,32.631
Jordan Clarkson,28.0,UTA,71,24.01,24:00,0.454,0.836,0.368,15.183,2.634,1.915,1.402,0.648,0.225,62,0.873,0.704,1.93,1.366,1.521,12.211,5.549,2.324,1.944,5.817,2.141,6.394,3.408,0.533,22.47
De'Aaron Fox,22.0,SAC,51,32.047,32:02,0.48,0.705,0.292,21.118,3.843,6.824,2.203,1.451,0.49,99,1.941,0.686,3.157,3.098,2.843,15.98,7.667,6.706,4.725,3.627,1.059,12.353,6.608,0.535,38.69
Kelly Oubre Jr.,24.0,PHX,56,34.524,34:31,0.452,0.78,0.352,18.679,6.446,1.518,1.024,1.268,0.714,111,1.982,1.196,5.25,1.482,3.429,14.75,6.661,4.393,3.429,5.482,1.929,9.268,4.732,0.511,33.155
Harrison Barnes,28.0,SAC,72,34.467,34:28,0.46,0.801,0.381,14.528,4.931,2.208,1.807,0.597,0.167,55,0.764,1.069,3.861,1.222,1.292,11.014,5.069,3.708,2.972,3.722,1.417,7.292,3.653,0.501,24.826
Jonas Valančiūnas,28.0,MEM,70,26.359,26:21,0.585,0.74,0.352,14.914,11.257,1.871,1.031,0.429,1.086,106,1.514,3.043,8.214,1.814,2.643,10.557,6.171,2.857,2.114,1.3,0.457,9.257,5.714,0.617,33.959
Hassan Whiteside,31.0,POR,67,29.971,29:58,0.621,0.686,0.571,15.522,13.507,1.164,0.65,0.388,2.925,222,3.313,3.851,9.657,1.791,2.925,10.478,6.507,3.567,2.448,0.104,0.06,10.373,6.448,0.622,41.627
D'Angelo Russell,24.0,MIN,45,32.27,32:16,0.426,0.809,0.367,23.089,3.933,6.333,1.939,1.067,0.289,61,1.356,0.378,3.556,3.267,1.911,18.8,8.0,4.422,3.578,9.578,3.511,9.222,4.489,0.487,38.109
Marcus Morris Sr.,30.0,LAC,62,31.23,31:13,0.438,0.823,0.408,16.661,5.016,1.387,0.887,0.758,0.484,77,1.242,0.952,4.065,1.565,2.903,13.065,5.726,3.548,2.919,5.613,2.29,7.452,3.435,0.461,26.923
Paul George,30.0,LAC,48,29.56,29:33,0.439,0.876,0.412,21.521,5.667,3.854,1.48,1.417,0.417,88,1.833,0.5,5.167,2.604,2.354,16.292,7.146,4.521,3.958,7.938,3.271,8.354,3.875,0.464,36.998
Rudy Gobert,28.0,UTA,68,34.305,34:18,0.693,0.63,,15.088,13.471,1.485,0.777,0.75,1.985,186,2.735,3.382,10.088,1.912,3.162,8.191,5.676,5.926,3.735,0.0,0.0,8.191,5.676,0.693,39.775
Kendrick Nunn,24.0,MIA,67,29.291,29:17,0.439,0.85,0.35,15.284,2.687,3.284,1.93,0.836,0.224,71,1.06,0.313,2.373,1.701,2.269,13.642,5.985,1.493,1.269,5.836,2.045,7.806,3.94,0.505,24.91
Terrence Ross,29.0,ORL,69,27.378,27:22,0.403,0.853,0.351,14.725,3.217,1.188,1.171,1.116,0.348,101,1.464,0.188,3.029,1.014,1.58,12.261,4.942,2.667,2.275,7.304,2.565,4.957,2.377,0.48,23.745
Andre Drummond,26.0,CLE,57,32.951,32:57,0.533,0.575,0.143,17.719,15.158,2.667,0.749,1.912,1.632,202,3.544,4.386,10.772,3.561,3.526,13.754,7.333,5.158,2.965,0.614,0.088,13.14,7.246,0.551,46.979
LaMarcus Aldridge,34.0,SAS,53,33.093,33:05,0.493,0.827,0.389,18.887,7.396,2.434,1.743,0.679,1.642,123,2.321,1.943,5.453,1.396,2.415,14.962,7.377,3.604,2.981,2.962,1.151,12.0,6.226,0.519,36.979
Joe Harris,28.0,BKN,69,30.768,30:46,0.486,0.719,0.424,14.464,4.319,2.087,1.385,0.594,0.246,58,0.841,0.928,3.391,1.507,2.304,11.362,5.522,1.29,0.928,5.884,2.493,5.478,3.029,0.553,23.791
Alec Burks,28.0,PHI,66,26.58,26:34,0.418,0.887,0.385,15.045,4.273,2.864,2.077,0.939,0.258,79,1.197,0.727,3.545,1.379,1.939,11.636,4.864,4.015,3.561,4.561,1.758,7.076,3.106,0.439,26.68
Jaren Jackson Jr.,20.0,MEM,57,28.456,28:27,0.469,0.747,0.394,17.368,4.596,1.368,0.788,0.702,1.614,132,2.316,0.965,3.632,1.737,4.07,13.211,6.193,3.263,2.439,6.456,2.544,6.754,3.649,0.54,30.147
Kevin Love,31.0,CLE,56,31.783,31:46,0.45,0.854,0.374,17.625,9.768,3.179,1.271,0.589,0.339,52,0.929,0.964,8.804,2.5,1.607,12.982,5.839,3.911,3.339,6.964,2.607,6.018,3.232,0.537,34.4
Duncan Robinson,26.0,MIA,73,29.666,29:39,0.47,0.931,0.446,13.466,3.178,1.397,1.457,0.479,0.26,54,0.74,0.137,3.041,0.959,2.644,9.411,4.425,0.986,0.918,8.301,3.699,1.11,0.726,0.654,20.636
Goran Dragic,34.0,MIA,59,28.184,28:11,0.441,0.776,0.367,16.153,3.169,5.102,2.09,0.678,0.169,50,0.847,0.492,2.678,2.441,2.102,12.271,5.407,4.169,3.237,5.729,2.102,6.542,3.305,0.505,27.71
Fred VanVleet,26.0,TOR,54,35.707,35:42,0.413,0.848,0.39,17.63,3.759,6.611,2.95,1.852,0.315,117,2.167,0.333,3.426,2.241,2.444,14.315,5.907,3.667,3.111,6.926,2.704,7.389,3.204,0.434,36.317
Ben Simmons,23.0,PHI,57,35.384,35:23,0.58,0.621,0.286,16.439,7.789,7.982,2.275,2.088,0.579,152,2.667,1.982,5.807,3.509,3.263,11.351,6.579,5.228,3.246,0.123,0.035,11.228,6.544,0.583,42.251
Karl-Anthony Towns,24.0,MIN,35,33.915,33:54,0.508,0.796,0.412,26.457,10.8,4.371,1.391,0.943,1.2,75,2.143,2.714,8.086,3.143,3.343,17.771,9.029,6.457,5.143,7.914,3.257,9.857,5.771,0.586,49.26
Bogdan Bogdanović,27.0,SAC,61,28.948,28:56,0.44,0.741,0.372,15.148,3.393,3.393,2.029,1.049,0.246,79,1.295,0.426,2.967,1.672,2.18,12.557,5.525,1.902,1.41,7.23,2.689,5.328,2.836,0.532,26.523
JJ Redick,36.0,NOP,60,26.349,26:20,0.453,0.892,0.453,15.283,2.517,1.983,1.587,0.333,0.167,30,0.5,0.167,2.35,1.25,1.6,10.517,4.767,3.083,2.75,6.617,3.0,3.9,1.767,0.453,21.528
Eric Bledsoe,30.0,MIL,61,26.988,26:59,0.475,0.79,0.344,14.934,4.623,5.377,2.216,0.934,0.426,83,1.361,0.705,3.918,2.426,2.098,11.525,5.475,3.508,2.77,3.525,1.213,8.0,4.262,0.533,30.203
Gordon Hayward,30.0,BOS,52,33.461,33:27,0.5,0.855,0.383,17.481,6.692,4.077,2.208,0.731,0.423,60,1.154,1.058,5.635,1.846,1.846,13.462,6.731,2.788,2.385,4.269,1.635,9.192,5.096,0.554,33.242
Derrick Rose,31.0,DET,50,25.953,25:57,0.49,0.871,0.306,18.08,2.42,5.56,2.206,0.8,0.32,56,1.12,0.54,1.88,2.52,0.98,15.06,7.38,2.78,2.42,2.94,0.9,12.12,6.48,0.535,30.164
Carmelo Anthony,36.0,POR,58,32.794,32:47,0.43,0.845,0.385,15.431,6.345,1.466,0.85,0.845,0.466,76,1.31,1.224,5.121,1.724,2.948,13.483,5.793,2.776,2.345,3.897,1.5,9.586,4.293,0.448,27.45
Aaron Gordon,24.0,ORL,62,32.535,32:32,0.437,0.674,0.308,14.419,7.661,3.677,2.28,0.823,0.629,90,1.452,1.726,5.935,1.613,2.016,12.371,5.403,3.613,2.435,3.823,1.177,8.548,4.226,0.494,31.871
Malcolm Brogdon,27.0,IND,54,30.857,30:51,0.438,0.892,0.326,16.537,4.852,7.056,2.908,0.648,0.185,45,0.833,0.852,4.0,2.426,1.815,13.778,6.037,3.444,3.074,4.259,1.389,9.519,4.648,0.488,33.017
John Collins,22.0,ATL,41,33.248,33:14,0.583,0.8,0.401,21.585,10.146,1.463,0.8,0.756,1.61,97,2.366,2.829,7.317,1.829,3.366,14.756,8.61,3.659,2.927,3.585,1.439,11.171,7.171,0.642,41.224
Will Barton,29.0,DEN,58,33.032,33:01,0.45,0.767,0.375,15.069,6.293,3.655,2.409,1.052,0.5,90,1.552,1.31,4.983,1.517,2.086,12.724,5.724,2.293,1.759,4.966,1.862,7.759,3.862,0.498,31.241
Markelle Fultz,22.0,ORL,72,27.721,27:43,0.465,0.73,0.267,12.083,3.306,5.125,2.51,1.25,0.153,101,1.403,0.569,2.736,2.042,1.972,10.722,4.986,2.208,1.611,1.875,0.5,8.847,4.486,0.507,25.904
Robert Covington,29.0,HOU,70,30.526,30:31,0.422,0.798,0.335,12.429,6.614,1.257,0.854,1.643,1.329,208,2.971,0.9,5.714,1.471,3.143,10.329,4.357,1.771,1.414,6.857,2.3,3.471,2.057,0.593,29.694
Coby White,20.0,CHI,65,25.754,25:45,0.394,0.791,0.354,13.215,3.538,2.692,1.606,0.754,0.092,55,0.846,0.431,3.108,1.677,1.8,12.185,4.8,1.985,1.569,5.785,2.046,6.4,2.754,0.43,22.362
Jerami Grant,26.0,DEN,71,26.647,26:38,0.478,0.75,0.389,11.986,3.493,1.239,1.397,0.704,0.803,107,1.507,0.817,2.676,0.887,2.169,8.93,4.268,2.761,2.07,3.549,1.38,5.38,2.887,0.537,21.67
Ricky Rubio,29.0,PHX,65,31.021,31:01,0.415,0.863,0.361,13.031,4.677,8.769,3.295,1.446,0.169,105,1.615,0.708,3.969,2.662,2.569,10.646,4.415,3.477,3.0,3.323,1.2,7.323,3.215,0.439,33.982
Serge Ibaka,30.0,TOR,55,26.993,26:59,0.512,0.718,0.385,15.364,8.218,1.4,0.706,0.509,0.836,74,1.345,2.073,6.145,1.982,2.782,12.182,6.236,2.255,1.618,3.309,1.273,8.873,4.964,0.559,29.38
Miles Bridges,22.0,CHA,65,30.701,30:42,0.424,0.809,0.33,12.969,5.569,1.754,1.2,0.615,0.738,88,1.354,1.354,4.215,1.462,2.031,11.585,4.908,2.015,1.631,4.615,1.523,6.969,3.385,0.486,24.883
Caris LeVert,25.0,BKN,45,29.552,29:33,0.425,0.711,0.364,18.711,4.2,4.422,1.686,1.178,0.222,63,1.4,1.089,3.111,2.622,1.8,16.267,6.911,4.378,3.111,4.889,1.778,11.378,5.133,0.451,31.962
Eric Paschall,23.0,GSW,60,27.563,27:33,0.497,0.774,0.287,13.95,4.583,2.117,1.351,0.533,0.217,45,0.75,1.367,3.217,1.567,2.083,10.667,5.3,3.533,2.733,2.15,0.617,8.517,4.683,0.55,23.308
Dāvis Bertāns,27.0,WAS,54,29.315,29:18,0.434,0.852,0.424,15.444,4.537,1.704,1.559,0.685,0.611,70,1.296,0.648,3.889,1.093,2.574,11.296,4.907,2.259,1.926,8.741,3.704,2.556,1.204,0.471,26.241
Nemanja Bjelica,32.0,SAC,72,27.933,27:55,0.481,0.821,0.419,11.542,6.361,2.819,2.051,0.861,0.556,102,1.417,1.542,4.819,1.375,3.0,9.069,4.361,1.167,0.958,4.444,1.861,4.625,2.5,0.541,26.279
Norman Powell,27.0,TOR,52,28.439,28:26,0.495,0.843,0.399,15.962,3.654,1.75,1.182,1.154,0.404,81,1.558,0.5,3.154,1.481,2.077,11.5,5.692,2.942,2.481,5.25,2.096,6.25,3.596,0.575,26.163
Brook Lopez,32.0,MIL,68,26.72,26:43,0.435,0.836,0.314,11.956,4.588,1.456,1.414,0.676,2.397,209,3.074,0.853,3.735,1.029,2.397,9.868,4.294,2.235,1.868,4.779,1.5,5.088,2.794,0.549,27.837
Christian Wood,24.0,DET,62,21.365,21:21,0.567,0.744,0.386,13.065,6.29,0.968,0.714,0.548,0.871,88,1.419,1.677,4.613,1.355,1.581,8.194,4.645,3.903,2.903,2.258,0.871,5.935,3.774,0.636,24.968
RJ Barrett,20.0,NYK,56,30.436,30:26,0.402,0.614,0.32,14.339,4.982,2.554,1.153,0.982,0.304,72,1.286,0.893,4.089,2.214,2.179,12.982,5.214,4.536,2.786,3.518,1.125,9.464,4.089,0.432,25.791
Al Horford,34.0,PHI,67,30.232,30:13,0.45,0.762,0.35,11.91,6.806,4.03,3.375,0.776,0.91,113,1.687,1.537,5.269,1.194,2.119,10.582,4.761,1.194,0.91,4.224,1.478,6.358,3.284,0.516,29.988
Seth Curry,29.0,DAL,64,24.621,24:37,0.495,0.825,0.452,12.391,2.266,1.938,2.0,0.594,0.141,47,0.734,0.422,1.844,0.969,1.766,8.969,4.438,1.516,1.25,5.016,2.266,3.953,2.172,0.549,19.25
Kyle Kuzma,24.0,LAL,61,25.019,25:01,0.436,0.735,0.316,12.82,4.475,1.311,0.879,0.459,0.426,54,0.885,0.852,3.623,1.492,2.066,10.951,4.77,2.541,1.869,4.459,1.41,6.492,3.361,0.518,21.321
De'Andre Hunter,22.0,ATL,63,32.031,32:01,0.41,0.764,0.355,12.349,4.54,1.778,1.087,0.698,0.286,62,0.984,0.698,3.841,1.635,2.889,10.841,4.444,2.286,1.746,4.825,1.714,6.016,2.73,0.454,21.781
Marcus Smart,26.0,BOS,60,31.988,31:59,0.375,0.836,0.347,12.933,3.75,4.85,2.825,1.683,0.483,130,2.167,0.7,3.05,1.717,2.7,11.367,4.267,2.533,2.117,6.583,2.283,4.783,1.983,0.415,29.492
Jarrett Allen,22.0,BKN,70,26.455,26:27,0.649,0.633,0.0,11.071,9.586,1.571,1.429,0.571,1.314,132,1.886,3.086,6.5,1.1,2.314,6.643,4.314,3.857,2.443,0.086,0.0,6.557,4.314,0.658,29.489
Taurean Prince,26.0,BKN,64,29.022,29:01,0.376,0.798,0.339,12.078,5.953,1.812,0.913,0.891,0.391,82,1.281,0.781,5.172,1.984,2.484,11.547,4.344,1.391,1.109,6.734,2.281,4.812,2.062,0.429,23.8
Patty Mills,31.0,SAS,66,22.496,22:29,0.431,0.866,0.382,11.621,1.636,1.788,2.185,0.803,0.091,59,0.894,0.333,1.303,0.818,1.591,9.061,3.909,1.697,1.47,6.106,2.333,2.955,1.576,0.533,18.13
Derrick White,25.0,SAS,68,24.658,24:39,0.458,0.853,0.366,11.25,3.279,3.544,2.708,0.647,0.868,103,1.515,0.515,2.765,1.309,2.235,8.118,3.721,3.103,2.647,3.176,1.162,4.941,2.559,0.518,23.737
Josh Richardson,26.0,PHI,55,30.785,30:47,0.43,0.809,0.341,13.727,3.164,2.945,1.558,0.945,0.655,88,1.6,0.745,2.418,1.891,2.473,11.745,5.055,2.564,2.073,4.527,1.545,7.218,3.509,0.486,24.851
