PLAYER_NAME,Emoji,Link
Jeff Green,🧳,https://www.basketball-reference.com/players/g/greenje02.html
Ish Smith,🧳,https://www.basketball-reference.com/players/s/smithis01.html
Tyson Chandler,⭐,https://www.basketball-reference.com/players/c/chandty01.html
Roy Hibbert,🔒,https://www.youtube.com/watch?v=6pvJb70hQgA&ab_channel=ParksandRecreation
Patrick McCaw,💍,https://www.basketball-reference.com/players/m/mccawpa01.html
David Lee,🏆,https://www.basketball-reference.com/players/l/leeda02.html
Demar Derozan,🎙️,https://www.youtube.com/@demarderozan6347
Shawn Marion,🗑️,https://www.youtube.com/shorts/vUQIsABXtNo
Michael Porter Jr.,🎙️,https://www.youtube.com/watch?v=sMoo7s3NH9w&ab_channel=CuriousMike
Ja Morant,,https://www.youtube.com/shorts/i3n8xYpXHTo
Zion Williamson,👏,https://www.youtube.com/watch?v=tV4OVJd_ddI&ab_channel=NBA
Tyreke Evans,👏,https://www.youtube.com/watch?v=JEDsl4aBnjY&ab_channel=NBA
Darius Garland,👶🏽,https://www.basketball-reference.com/players/g/garlada01.html
Tim Hardaway Jr.,👶🏽,https://www.basketball-reference.com/players/h/hardati02.html
Scotty Pippen Jr.,👶🏽,https://www.basketball-reference.com/players/p/pippesc02.html
Jaren Jackson Jr.,👶🏽,https://www.basketball-reference.com/players/j/jacksja02.html
Seth Curry,👶🏽,https://www.basketball-reference.com/players/c/curryse01.html
Bronny James,👶🏽,https://www.basketball-reference.com/players/j/jamesbr02.html
JJ Redick,🎙️,https://www.youtube.com/watch?v=tUZe8VgS_0Q&ab_channel=NBA
JR Smith,💍,https://www.youtube.com/watch?v=-AKJ9bzMrd8&ab_channel=CoshReport
Rajon Rondo,💍,https://www.youtube.com/watch?v=_QyF_MFpr70&ab_channel=NBA
Danilo Gallinari,🐓,https://www.youtube.com/watch?v=oM2UW7ofGLM&ab_channel=NBA
Duncan Robinson,🎙️,https://www.youtube.com/watch?v=oZkHVQMMjg4&ab_channel=NBA
Antawn Jamison,⭐,https://www.basketball-reference.com/players/j/jamisan01.html
Sam Merrill,🏆,https://www.basketball-reference.com/players/m/merrisa01.html
Draymond Green,🎒,https://youtu.be/hZYyvMsdZic?t=63
Buddy Hield,🔥,https://www.youtube.com/shorts/zCmfolAA6hY
Luke Kornet,🏆,https://www.youtube.com/watch?v=Y9Yf9QJd3f8&ab_channel=NBCSportsBoston
AJ Griffin,👶🏽,https://www.youtube.com/watch?v=ny8JZJFyj8A&ab_channel=AtlantaHawks
Payton Pritchard,♸,https://www.youtube.com/watch?v=IdJTJDUxhEY&ab_channel=CharlesYu
Sam Hauser,,https://www.basketball-reference.com/players/h/hausesa01.html
Brian Scalabrine,🏆,https://youtu.be/bpiu8UtQ-6E?t=191
Steven Adams,🥝,https://www.youtube.com/watch?v=r9rJN3EHPpI&ab_channel=ThunderNation
Matt Barnes,🏆,https://youtu.be/aYLR4BcX7Rg?t=146
Mickaël Piétrus,🇫🇷,https://www.basketball-reference.com/players/p/pietrmi01.html
Rodrique Beaubois,🇫🇷,https://www.basketball-reference.com/players/b/beaubro01.html
Stephen Jackson,🏆,https://www.basketball-reference.com/players/j/jacksst02.html
Jordan McRae,🏆,https://www.basketball-reference.com/players/m/mcraejo01.html
Matthew Dellavedova,🇦🇺,https://www.youtube.com/watch?v=a2SYIrUnf5Y&ab_channel=NBARefereesWired
Quincy Douby,,https://www.basketball-reference.com/players/d/doubyqu01.html
Quincy Pondexter,,https://www.basketball-reference.com/players/p/pondequ01.html
Quincy Acy,,https://www.basketball-reference.com/players/a/acyqu01.html
Wilson Chandler,🔟,https://www.basketball-reference.com/players/c/chandwi01.html
Dorell Wright,🏆,https://www.basketball-reference.com/players/w/wrighdo01.html
Delon Wright,🔟,https://www.basketball-reference.com/players/w/wrighde01.html
Delonte West,⬅️,https://www.basketball-reference.com/players/w/westde01.html
Adonal Foyle,🔟,https://www.basketball-reference.com/players/f/foylead01.html
Dyson Daniels,➕,https://www.basketball-reference.com/players/d/daniedy01.html
Evan Mobley,🔒,https://www.basketball-reference.com/players/m/mobleev01.html
Trevor Ariza,🧳,https://www.basketball-reference.com/players/a/arizatr01.html
Mikal Bridges,🔒,https://www.youtube.com/watch?v=HpkeUFIXjL0&ab_channel=NBA
OG Anunoby,🔒,https://www.basketball-reference.com/players/a/anunoog01.html
Michael Carter-Williams,‼️,https://www.youtube.com/watch?v=Cb1OxJ3EJ6c&ab_channel=VCmysterio619
Aaron Gordon,🏆,https://www.youtube.com/watch?v=H_VQWzEt3Gg&ab_channel=NBA
Jalen Brunson,,https://www.youtube.com/watch?v=1d1mIchu3Q4&ab_channel=NBA
Al Horford,🔒,https://www.youtube.com/watch?v=6XobBwXxU_g&ab_channel=EvinGualberto
Dion Waiters,🏆,https://youtu.be/6vt4nDbcrSA?t=48
Trayce Jackson-Davis,⬅️,https://www.youtube.com/watch?v=R3cYTsnTNb4&ab_channel=NBA
Mason Plumlee,⬅️,https://www.youtube.com/watch?v=PSiQJ-uJT38&ab_channel=ESPN
Wesley Matthews,🔒,https://www.basketball-reference.com/players/m/matthwe02.html
Brandon Roy,🗑️,https://www.youtube.com/watch?v=MYJBueebmuQ&ab_channel=PortlandTrailBlazers
Deron Williams,🔥,https://www.youtube.com/watch?v=8TYl5wDhbnY&ab_channel=UtahJazz
Julius Randle,➕️,https://www.youtube.com/watch?v=16g0e02PnYY&ab_channel=NBA
RJ Barrett,⬅️,https://www.youtube.com/watch?v=P1K-MrU8r38&ab_channel=BleacherReport
Derrick Jones Jr.,⬅️,https://www.youtube.com/watch?v=xltSpenHMLI&ab_channel=ChazNBA
Mike Conley,⬅️,https://www.youtube.com/watch?v=5DUZUfaoGMo&ab_channel=SkyDesigns
Brandin Podziemski,🔥,https://www.youtube.com/watch?v=Z4lWpuIrjXM&ab_channel=GoldenStateWarriors
D'Angelo Russell,⬅️,https://www.youtube.com/watch?v=l_zNIZG4OvU&ab_channel=NBA
Gary Payton II,⬅️,https://www.youtube.com/watch?v=tinSfgAhfzs&ab_channel=GoldenStateWarriors
Chris Bosh,🌟,https://www.youtube.com/watch?v=nVe-1YHlk70&ab_channel=EvinGualberto
Luke Kennard,⬅️,https://www.basketball-reference.com/players/k/kennalu01.html
Dahntay Jones,🏆,https://www.basketball-reference.com/players/j/jonesda02.html
Anthony Parker,🌍,https://www.basketball-reference.com/players/p/parkean01.html
PJ Tucker,🌍,https://www.basketball-reference.com/players/t/tuckepj01.html
Mike James,🌍,https://www.youtube.com/watch?v=naXKc6c72Ns&ab_channel=MLGHighlights
Brandon Jennings,⬅️,https://www.youtube.com/watch?v=naXKc6c72Ns&ab_channel=MLGHighlights
Joe Ingles,⬅️,https://youtu.be/Q01apIHqlyI?t=43
Jared Dudley,🔟,https://www.basketball-reference.com/players/d/dudleja01.html
Derrick Favors,🔟,https://www.basketball-reference.com/players/f/favorde01.html
Naz Reid,♸,https://www.basketball-reference.com/players/r/reidna01.html
Greg Monroe,🔟,https://www.basketball-reference.com/players/m/monrogr01.html
Monta Ellis,➕,https://www.youtube.com/watch?v=7ppAqnkxhA4&ab_channel=VintageDawkins
Zach Randolph,➕,https://www.youtube.com/watch?v=H7i5XoJTJMg&ab_channel=EvinGualberto
Tony Allen,🔒,https://www.youtube.com/watch?v=jfBoAUNl44c&ab_channel=EvinGualberto
Wilt Chamberlain,💯,https://www.basketballnetwork.net/old-school/the-story-behind-wilts-100-point-game
Peyton Watson,🏆,https://www.youtube.com/shorts/2cm2BY6YmKM
Collin Gillespie,🏆,https://www.basketball-reference.com/players/g/gilleco01.html
Dragan Bender,🇭🇷,https://www.basketball-reference.com/players/b/bendedr01.html
Goran Dragić,🐉,https://www.youtube.com/watch?v=K4-sXjlIG_A&ab_channel=Strad
Zoran Dragić,🇸🇮,https://www.basketball-reference.com/players/d/dragizo01.html
Derek Fisher,💍,https://www.youtube.com/watch?v=p-u4pIQyjfE&ab_channel=NBA
Blake Griffin,‼️,https://www.youtube.com/watch?v=3w_Vy0lDk_A&ab_channel=NBA
Hedo Türkoğlu,➕,https://www.youtube.com/watch?v=GzpG4SLt1sA&ab_channel=KentBlazemore
Tony Parker,💍,https://www.youtube.com/watch?v=4VAd4QdXusM&ab_channel=NBA
Lamelo Ball,🔥,https://www.youtube.com/watch?v=FoVKBAtEE6Y&ab_channel=CoshReport
Lonzo Ball,🔥,https://www.youtube.com/shorts/rQbeK5xPliY
Jordan Poole,🔥,https://www.youtube.com/watch?v=fY1_MgnBmjI&ab_channel=GoldenStateWarriors
Jordan Bell,🏆,https://www.youtube.com/watch?v=63ZFYdtESp8&ab_channel=XimoPierto2
Anderson Varejão,🔒,https://www.basketball-reference.com/players/v/varejan01.html
Evan Turner,‼️,https://www.youtube.com/watch?v=hhlqb9pC3vI&ab_channel=EvinGualberto
Evan Fournier,🔥,https://www.basketball-reference.com/players/f/fournev01.html
Jayson Tatum,🏆,https://www.youtube.com/watch?v=yGSPPXau-nQ&ab_channel=JaysonTatum
Jaylen Brown,🏆,https://www.youtube.com/watch?v=dvB0m7ovyUc&ab_channel=NBA
Marcus Smart,🔒,https://www.youtube.com/watch?v=kdbSTFKAId0&ab_channel=EvinGualberto
Donte Divencenzo,🔥,https://www.youtube.com/watch?v=col2gT6E1TY&ab_channel=AT%26T
Josh Hart,‼️,https://www.youtube.com/watch?v=gkZPX4NHRWU&ab_channel=EvinGualberto
Jalen Brunson,🔥,https://www.youtube.com/watch?v=1d1mIchu3Q4&t=19s&ab_channel=NBA
Gary Harris,🔟,https://www.youtube.com/watch?v=K_OMzzmSvY4&ab_channel=EvinGualberto
Ty Lawson,🔥,https://www.youtube.com/watch?v=rankc8FgUVk&ab_channel=thehoopscene
Cameron Johnson,🔥,https://www.youtube.com/watch?v=7ENtkTLQv0c&ab_channel=BrooklynNets
Tyrese Haliburton,🏅,https://www.youtube.com/watch?v=BLf0d3pFnL4&ab_channel=HouseofHighlights
Tyrese Maxey,➕,https://www.youtube.com/watch?v=fYo7tLbaoK8&ab_channel=NBA
Antonio Daniels,🏆,https://www.basketball-reference.com/players/d/daniean01.html
Devin Booker,🏅,https://www.youtube.com/watch?v=k2QBoYtQc6E&ab_channel=FullCourtFilms
Nikola Vučević,🏅,https://www.youtube.com/watch?v=2Q0g1v4x7aE&ab_channel=NBA
Raymond Felton,🔟,https://www.basketball-reference.com/players/f/feltora01.html
Jrue Holiday,🔒,https://www.youtube.com/watch?v=DvmDvSFidCI&ab_channel=EvinGualberto
Brandon Ingram,➕,https://www.youtube.com/watch?v=3-cqw8kCUIc&ab_channel=NBA
Bam Adebayo,🔒,https://www.youtube.com/watch?v=4hTsXwDWE6g&ab_channel=MLGHighlights
Lamar Odom,♸,https://www.youtube.com/watch?v=-s0zi-j0g-s&ab_channel=EvinGualberto
Pascal Siakam,➕,https://www.youtube.com/watch?v=O7khUnKwFUY&ab_channel=EvinGualberto
TJ McConnell,🔟,https://www.youtube.com/watch?v=NB_Nx0VpDus&ab_channel=TalkingPacers
Kyle Lowry,🏆,https://www.youtube.com/watch?v=N1y8-U3dnnM&list=PLJVvZUrfXjqtge62tl4Cw2RZeKRHkkQuF&ab_channel=EvinGualberto
Tobias Harris,🏫,https://www.youtube.com/watch?v=DNmZViaviZo&ab_channel=EvinGualberto
Tacko Fall,🌮,https://youtu.be/FqE9Q3w0BLM?t=23
Luke Ridnour,🔟,https://www.basketball-reference.com/players/r/ridnolu01.html
Guerschon Yabusele,🌍,https://www.basketball-reference.com/players/y/yabusgu01.html
